,molregno,chembl_id,max_phase,canonical_smiles,standard_inchi_key,mw_freebase,molecular_weight,alogp,hba,hbd,psa,rtb,num_ro5_violations,aromatic_rings,heavy_atoms,qed_weighted,np_likeness_score,natural_product,prodrug,ro3_pass,oral,parenteral,topical
12769,2390532,CHEMBL4519121,1.0,C[C@H]1c2cccc(CCC(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl.O=C(O)c1ccc(O)cc1,QDACLJAXTYXXBL-KPVRICSOSA-N,588.53,588.53,,,,,,,,,,,0,0,,0,0,0
12773,2396787,CHEMBL4526356,1.0,C[C@]12CC[C@@H]3c4ccc(B(O)O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,FIAYIYKWRBIBQG-GDWZZRAASA-N,634.6,634.6,,,,,,,,,,,0,0,,0,0,0
12801,2455396,CHEMBL4584965,2.0,Cl[TeH]1(Cl)(Cl)OCCO1.N,DXZFFLRJVDZCMT-UHFFFAOYSA-N,295.02,312.05,,,,,,,,,,,0,0,,0,0,0
12805,2464647,CHEMBL4594216,2.0,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@H](C)[C@@H](O)c1ccccc1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)OCc1ccc(NC(=O)[C@H](CCCNC(N)=O)NC(=O)[C@@H](NC(=O)CCCCCN2C(=O)CCC2=O)C(C)C)cc1)C(C)C,IEDXPSOJFSVCKU-HOKPPMCLSA-N,1318.67,1318.67,,,,,,,,,,,0,0,,0,0,0
12816,2464662,CHEMBL4594231,4.0,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(CCOCCOCCOCCOCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,LNBGFESBSAEKAE-VRWDCWMNSA-N,1287.92,1678.35,,,,,,,,,,,0,0,,0,1,0
12835,2464697,CHEMBL4594266,1.0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(C)c3c1c2[C@@H](NC(=O)COCNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CCCCCN1C(=O)CCC1=O)CC3,RKZSKPQVOKHTCP-MCZRLCSDSA-N,1036.08,1036.08,,,,,,,,,,,0,0,,0,0,0
12852,2464721,CHEMBL4594290,3.0,NCCNC1CCC(CC(=O)N[C@H]2Cc3cccc(C(=O)O)c3OB2O)CC1,PFZUWUXKQPRWAL-PXCJXSSVSA-N,389.26,389.26,,,,,,,,,,,0,0,,0,0,0
12853,2464722,CHEMBL4594291,1.0,Cl.Cl.NCCNC1CCC(CC(=O)N[C@H]2Cc3cccc(C(=O)O)c3OB2O)CC1,CKWIMFZHNCBHIX-PPJOBQAPSA-N,389.26,462.18,,,,,,,,,,,0,0,,0,0,0
12859,2464728,CHEMBL4594297,1.0,C[Si](C)(C)c1cc([Si](C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,TYQIFWXBQYAKCR-UHFFFAOYSA-N,424.65,424.65,,,,,,,,,,,0,0,,0,0,0
12886,2464814,CHEMBL4594383,4.0,CC1(C)C(/C=C/C2=C(Oc3ccc(C[C@H](NC(=O)c4ccc(NCc5cnc6nc(N)[nH]c(=O)c6n5)cc4)C(=O)[O-])cc3)/C(=C/C=C3\N(CCCCS(=O)(=O)[O-])c4ccc(S(=O)(=O)[O-])cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21.[Na+].[Na+].[Na+].[Na+],LRVBSDMJFVZFHH-NFVAJSDSSA-J,1326.52,1414.45,,,,,,,,,,,0,0,,0,1,0
12898,2464835,CHEMBL4594404,2.0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCC(N(C)C6([C@@H]7CCN(c8c(F)cn9c(=O)c(C(=O)O)cc(C%10CC%10)c9c8C)C7)CC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](OC(C)=O)[C@H]1C,OPZFMLLAJBIKAN-YSBZUPOXSA-N,1205.39,1205.39,,,,,,,,,,,0,0,,0,0,0
12915,2464856,CHEMBL4594425,1.0,CCC(=O)N[C@H]1Cc2cccc(C(=O)OCOC(=O)C(CC)CC)c2OB1O,SDTLIXWDRBWASV-HNNXBMFYSA-N,391.23,391.23,,,,,,,,,,,0,0,,0,0,0
12951,2467631,CHEMBL4597200,2.0,Cl[TeH]1(Cl)(Cl)OCCO1,NTCZXUFXVRQSMX-UHFFFAOYSA-N,295.02,295.02,,,,,,,,,,,0,0,,0,0,0
12953,2470345,CHEMBL4633785,1.0,O=C(O)c1c(F)ccc2c1OB(O)[C@@H]1C[C@H]21,KOHUFVUIYUCFNG-PHDIDXHHSA-N,221.98,221.98,,,,,,,,,,,0,0,,0,0,0
12963,2485929,CHEMBL4649378,2.0,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OCc4ccc(F)cc4)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,FVQGMXUKQAXPIP-JLTQGABHSA-N,1024.23,1024.23,,,,,,,,,,,0,0,,0,0,0
12972,2486481,CHEMBL4650221,3.0,CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCCC(=O)O.CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCCCC(=O)O.CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCCCCC(=O)O,MSHVEAAKYBMOTM-VVUKEZRKSA-N,949.45,949.45,,,,,,,,,,,0,0,,0,0,0
12998,2486562,CHEMBL4650302,2.0,O=C([O-])CC(O)(CC(=O)O)C(=O)O.O=C([O-])CC(O)(CC(=O)O)C(=O)O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)O.[K+].[K+].[Mg+2],YARCYODLIRKFGQ-UHFFFAOYSA-J,674.84,674.84,,,,,,,,,,,0,0,,0,0,0
13112,2537383,CHEMBL4802132,1.0,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O.NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,SFIUYASDNWEYDB-HHQFNNIRSA-N,515.04,515.04,,,,,,,,,,,0,0,,0,0,0
13125,2537399,CHEMBL4802148,1.0,C=C1C[C@@H]2CC[C@@]34C[C@@H]5O[C@@H]6[C@@H](O[C@H]7CC[C@H](CC(=O)O[C@@H]8[C@@H](C)[C@@H]9O[C@@H]%10C[C@]%11(C[C@@H]%12O[C@]%13(C[C@H](C)[C@@H]%14O[C@H](CN)[C@H](O)C[C@@H]%14O%13)C[C@H](C)[C@@H]%12O%11)O[C@@H]%10C[C@@H]9O[C@H]8C[C@H]8O[C@@H](CC[C@@H]1O2)C[C@@H](C)C8=C)O[C@@H]7[C@@H]6O3)[C@H]5O4,MJMBDBINYFNDST-UWJPGFHWSA-N,1066.29,1066.29,,,,,,,,,,,0,0,,0,0,0
13128,2537402,CHEMBL4802151,1.0,Cc1c(S(C)(=O)=O)c(-c2cc(F)cc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN6CCC(C(=O)OCCCP(=O)(O)O)CC6)CSc6ccccc6)c(S(=O)(=O)C(F)(F)F)c5)cc4)CC3)c2)c(-c2ccc(Cl)cc2)n1C(C)C,QIOCQCYXBYUYLH-YACUFSJGSA-N,1281.87,1281.87,,,,,,,,,,,0,0,,0,0,0
13199,2738017,CHEMBL5093566,1.0,CCC(=O)N[C@H]1Cc2cccc(C(=O)O)c2OB1O,QAGGLFCWUVSERJ-VIFPVBQESA-N,263.06,263.06,,,,,,,,,,,0,0,,0,0,0
13223,2739479,CHEMBL5095048,4.0,CC(N)Cc1ccccc1.C[C@H](N)Cc1ccccc1.C[C@H](N)Cc1ccccc1.NC(CC(=O)O)C(=O)O.O=S(=O)(O)O,YIAYMVFAILDILU-VSODYHHCSA-N,405.63,636.81,,,,,,,,,,,0,0,,1,0,0
13371,2739692,CHEMBL5095261,3.0,C[C@@H](O)[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)c(/N=N/c2ccc(OP(=O)([O-])OCC[N+](C)(C)C)cc2)c1)C(=O)O,VXUMKMXYKWBBDK-JERYHNGXSA-N,1006.07,1006.07,,,,,,,,,,,0,0,,0,0,0
13380,2739828,CHEMBL5095397,1.0,Cc1ccc([SH](=O)(O)O)cc1.Oc1ccc2c3c(cnc2c1)-c1ccc(C(F)(F)F)cc1O[C@@H]3c1ccc(OCCN2CC(CF)C2)cc1,HVGGLUMSKULLAV-LNLSOMNWSA-N,698.74,698.74,,,,,,,,,,,0,0,,0,0,0
13390,2739838,CHEMBL5095407,1.0,COc1cc2c(cc1OCCCCCOc1cc3c(cc1OC)C(=O)N1C=C(C)C[C@H]1[C@H](O)N3C(=O)OCc1ccc(NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)COCCOCCNS(=O)(=O)NC(=O)OC[C@@H]3[C@@H]4CCC#CCC[C@@H]43)C(C)C)cc1)N=C[C@@H]1CC(C)=CN1C2=O,GYWJLJHLCOVBNB-QXPKFWTNSA-N,1322.5,1322.5,,,,,,,,,,,0,0,,0,0,0
13395,2739845,CHEMBL5095414,1.0,COc1cc2c(cc1OCc1cc(COc3cc4c(cc3OC)C(=O)N3c5ccccc5C[C@H]3[C@H](S(=O)(=O)O)N4)cc(NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)CCCCC(=O)NCCN3C(=O)C=CC3=O)c1)NC[C@@H]1Cc3ccccc3N1C2=O,ULMLCLUWGHVNGG-ZVGXFVMESA-N,1182.28,1182.28,,,,,,,,,,,0,0,,0,0,0
13410,2739936,CHEMBL5095505,4.0,CC(N)Cc1ccccc1.C[C@H](N)Cc1ccccc1.C[C@H](N)Cc1ccccc1,DUKHFSGXIHAISL-QXGOIDDHSA-N,405.63,405.63,,,,,,,,,,,0,0,,1,0,0
13446,2832029,CHEMBL5314378,4.0,CC(=O)O.CC(=O)O.CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,OGUJBRYAAJYXQP-IJFZAWIJSA-N,1093.33,1213.44,,,,,,,,,,,0,0,,0,1,0
13483,2832073,CHEMBL5314422,2.0,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,FHZVFXJRSFLYDY-FUXQPCDDSA-M,727.94,727.94,,,,,,,,,,,0,0,,0,0,0
13487,2832077,CHEMBL5314426,2.0,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+].[K+].[Mg+2],ZBBBMBVEBOYSBA-UHFFFAOYSA-H,558.9,558.9,,,,,,,,,,,0,0,,0,0,0
13545,2832142,CHEMBL5314491,2.0,CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](CN)NC(=O)[C@@H](NC(=O)C[C@H](CN)c2cccc(Cl)c2)[C@@H](C)O)CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC1=O,VAZVBVUQVUHPMS-DFEDBOKMSA-N,1144.77,1144.77,,,,,,,,,,,0,0,,0,0,0
13555,2832152,CHEMBL5314501,2.0,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)CCCCCCCNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NC(=O)CCCC(=O)NC12CNCCNCC(NC(=O)CCCC(=O)N[C@H](Cc3ccccc3)C(=O)N[C@H](Cc3ccccc3)C(=O)NCCCCCCCC(=O)NCCCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)(CNCCNC1)CNCCNC2)C(=O)O)C(=O)O,KUSHPDNZFGMDOD-MXMGMDFJSA-N,2016.42,2016.42,,,,,,,,,,,0,0,,0,0,0
13568,2832165,CHEMBL5314514,2.0,CN[C@@H](C)C(=O)N[C@H]1CN(S(=O)(=O)c2cccc(S(=O)(=O)N3CC[C@H]4CC[C@@H](C(=O)NC(c5ccccc5)c5ccccc5)N4C(=O)[C@@H](NC(=O)[C@H](C)NC)C3)c2)CC[C@H]2[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)CCN2C1=O,CKSCGAMVWBCIEP-GTOFBIKUSA-N,1157.43,1157.43,,,,,,,,,,,0,0,,0,0,0
13569,2832166,CHEMBL5314515,2.0,CC(C)C[C@H](NC(=O)CNC(=O)[C@@H]1CCN1c1ccc(F)cc1F)B1OC(=O)[C@H](CC(=O)O)O1,BMSAGHWUHGTMIV-ULQDDVLXSA-N,481.26,481.26,,,,,,,,,,,0,0,,0,0,0
13608,2832209,CHEMBL5314558,1.0,CC(C)(C)[Si]([18F])(c1ccc(C(=O)NC[C@@H](NC(=O)CC[C@@H](C(=O)O)N2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)N[C@H](CCCCNC(=O)CCC(=O)NCCC[C@@H](NC(=O)CC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1)C(C)(C)C,QMGJNAVROCDAIW-MQNQVPOESA-N,1471.63,1470.63,,,,,,,,,,,0,0,,0,0,0
13657,2832261,CHEMBL5314610,2.0,CC1(C)C(/C=C/C2=C(Oc3ccc(C[C@H](NC(=O)[C@H](Cc4ccccc4)NC(=O)CCOCCOCCNC(=O)CC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc3)/C(=C/C=C3/N(CCCCS(=O)(=O)O)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)O)cc21,KPIFKEKRKCVGMU-HQOHQVRUSA-N,1640.85,1640.85,,,,,,,,,,,0,0,,0,0,0
13658,2832262,CHEMBL5314611,1.0,CC1(C)C(/C=C/C2=C(Oc3ccc(C[C@H](NC(=O)[C@H](Cc4ccccc4)NC(=O)CCOCCOCCNC(=O)CC[C@H](NC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])cc3)/C(=C/C=C3/N(CCCCS(=O)(=O)[O-])c4ccc(S(=O)(=O)[O-])cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],ZVQNOBGMXDIMLW-HHKHVMTFSA-G,1640.85,1794.72,,,,,,,,,,,0,0,,0,0,0
13740,2832773,CHEMBL5315122,4.0,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B1O[C@H]([C@H](O)CO)[C@@H]([C@H](O)CO)O1,QDMRNLRJDHCHLB-DNNBANOASA-N,530.39,530.39,,,,,,,,,,,0,0,,0,1,0
13750,2833806,CHEMBL5316155,1.0,CC(C)(C)[Si](F)(c1ccc(C(=O)NC[C@@H](NC(=O)CC[C@@H](C(=O)O)N2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)N[C@H](CCCCNC(=O)CCC(=O)NCCC[C@@H](NC(=O)CC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1)C(C)(C)C,QMGJNAVROCDAIW-YNVJYXMMSA-N,1471.63,1471.63,,,,,,,,,,,0,0,,0,0,0
13812,3250458,CHEMBL6033457,1.0,Cc1c(Cl)c2c(Cl)c(C)c1-c1c(-c3ccc(F)cc3)sc3ncnc(c13)O[C@@H](C(=O)O)Cc1cc(ccc1OCc1ccnc(-c3ccc(OC[C@H]4COCCO4)cc3)n1)OC[C@@H](CN1CCN(C)CC1)O2,BOMNURVTAHAEBQ-KWIIHVIGSA-N,1037.99,1037.99,,,,,,,,,,,0,0,,0,0,0
13813,3273274,CHEMBL6056273,2.0,CCCOc1cc(-c2cncc([C@@H]3COB(O)C3)c2)ccc1OC,KXVKOYCGACSUPP-INIZCTEOSA-N,327.19,327.19,,,,,,,,,,,0,0,,0,0,0
13831,3283475,CHEMBL6067984,2.0,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O.CCN(CC)CCNC(=O)COc1ccc(Cl)cc1.O.O,FNOZOEQGHOYGSF-UHFFFAOYSA-N,593.17,629.2,,,,,,,,,,,0,0,,0,0,0
13832,3283476,CHEMBL6067985,2.0,O.O=O.[Na+].[Na+].[Na+].[Na+].[O-][Cl+][O-].[O-][Cl+][O-].[O-][Cl+][O-].[O-][Cl+][O-],HSGCNVAFJQEHSB-UHFFFAOYSA-J,305.83,411.78,,,,,,,,,,,0,0,,0,0,0
13840,3283487,CHEMBL6067996,2.0,CCCC(=O)O.CCCC(=O)O.CCCC(=O)O.CCCC(=O)O.N=C(N)NCCC[C@H](N)C(=O)O.N=C(N)NCCC[C@H](N)C(=O)O.N=C(N)NCCC[C@H](N)C(=O)O,ZVEMACCDKBQNGX-KALODSIISA-N,875.04,875.04,,,,,,,,,,,0,0,,0,0,0
13844,3283492,CHEMBL6068001,1.0,O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+].[K+].[K+].[K+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],COSZWAUYIUYQBS-UHFFFAOYSA-B,1321.05,1339.06,,,,,,,,,,,0,0,,0,0,0
13851,3283502,CHEMBL6068011,2.0,Cc1c(C(=O)O)c(-c2cccc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN6CCC(OP(=O)(O)O)CC6)CSc6ccccc6)c(S(=O)(=O)C(F)(F)F)c5)cc4)CC3)c2)c(-c2ccc(Cl)cc2)n1C(C)C,FSZILRQCEAUYPL-VQJSHJPSSA-N,1159.71,1159.71,,,,,,,,,,,0,0,,0,0,0
13861,3283512,CHEMBL6068021,2.0,CC(=O)N1CC[C@H]2CC[C@@H](C(=O)N[C@@H](CCC(N)=O)COc3cccc(CCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)c4ccc(-c5scnc5C)cc4)C(C)(C)C)c3Cl)N2C(=O)[C@@H](NC(=O)c2cc3cc(C(=O)P(=O)(O)O)ccc3[nH]2)C1,OANZCHOMQTZJOO-KTRCLUSBSA-N,1257.8,1257.8,,,,,,,,,,,0,0,,0,0,0
13872,3283523,CHEMBL6068032,2.0,CO[C@@H]1CC[C@@H](CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN5CC6=C(c7ccc(Cl)cc7)CC(C)(C)C[C@H]6OCCCOC[C@@H]5C4)cc3N3CCCOc4nc5[nH]ccc5cc43)cc2[N+](=O)[O-])OC1,AWGQQZVAXXLVMT-ORYVFAGJSA-N,1039.65,1039.65,,,,,,,,,,,0,0,,0,0,0
13881,3283532,CHEMBL6068041,2.0,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)CCCCC[N+]1=C(C=CC=CC=CC=C2N(CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)O,OCRKMIFLYRVZMV-LYZVSXSJSA-N,2197.59,2197.59,,,,,,,,,,,0,0,,0,0,0
13882,3283533,CHEMBL6068042,2.0,CC(=O)N[C@@H](CSC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]9[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]9CSC[C@H](NC(C)=O)C(=O)O)O[C@@H]8CSC[C@H](NC(C)=O)C(=O)O)O[C@@H]7CSC[C@H](NC(C)=O)C(=O)O)O[C@@H]6CSC[C@H](NC(C)=O)C(=O)O)O[C@@H]5CSC[C@H](NC(C)=O)C(=O)O)O[C@@H]4CSC[C@H](NC(C)=O)C(=O)O)O[C@@H]3CSC[C@H](NC(C)=O)C(=O)O)C(=O)O,KVKTWRSAVHAYFI-RILGFENASA-N,2458.59,2458.59,,,,,,,,,,,0,0,,0,0,0
13903,3283555,CHEMBL6068064,2.0,CCCNC(=O)Nc1cccc(S(=O)(=O)Nc2cccc([C@@H](CC(=O)O)NC(=O)Nc3ccc(NC(=O)NCCOCCOCCOCCC(=O)N[C@@H](CC(=O)O)C(=O)N4CCC[C@H]4C(=O)N[C@H](C(=O)O[C@]4(CC)C(=O)OCc5c4cc4n(c5=O)Cc5c-4nc4ccccc4c5CC)C(C)C)cc3)c2)c1,NIZBSXQORMTMGG-MNFWRURASA-N,1471.61,1471.61,,,,,,,,,,,0,0,,0,0,0
13976,3283968,CHEMBL6068477,1.0,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C3CCCCC3)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CFHQWCVHPJFPBS-IMPNTQJQSA-N,1024.34,1024.34,,,,,,,,,,,0,0,,0,0,0
13978,3283970,CHEMBL6068479,1.0,O=C([O-])c1c(F)ccc2c1O[B-](O)(O)[C@@H]1C[C@H]21.[Na+].[Na+],RLVWXGRGTAHSCI-BNTLRKBRSA-M,221.98,283.96,,,,,,,,,,,0,0,,0,0,0
13980,3283972,CHEMBL6068481,1.0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(C)c3c1c2[C@@H](NC(=O)[C@H]1C[C@@H](OCNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)CCCCCN2C(=O)C=CC2=O)C1)CC3,JPJKEHSBLMGNGL-RMRLAMMMSA-N,1074.13,1074.13,,,,,,,,,,,0,0,,0,0,0
13987,3283999,CHEMBL6068508,2.0,N=C(N)NCCC[C@H](N)C(=O)O.N[C@@H](CC(=O)O)C(=O)O,SUUWYOYAXFUOLX-ZBRNBAAYSA-N,307.31,307.31,,,,,,,,,,,0,0,,0,0,0
14030,3284048,CHEMBL6068557,2.0,C[C@H](O)C(=O)[O-].C[C@H](O)C(=O)[O-].O.O.[Mg+2],KSHMINBVGAHXNS-PXYKVGKMSA-L,202.44,238.47,,,,,,,,,,,0,0,,0,0,0
14039,3284255,CHEMBL6068764,1.0,O=C([O-])CC(O)(CC(=O)[O-])C(=O)O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+].[K+].[K+].[K+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],FNWVPWJMPKZALM-UHFFFAOYSA-B,1321.05,1321.05,,,,,,,,,,,0,0,,0,0,0
14040,3284256,CHEMBL6068765,2.0,C[C@H](O)C(=O)[O-].C[C@H](O)C(=O)[O-].[Mg+2],OVGXLJDWSLQDRT-CEOVSRFSSA-L,202.44,202.44,,,,,,,,,,,1,0,,0,0,0
14045,3284673,CHEMBL6069182,2.0,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O.CCN(CC)CCNC(=O)COc1ccc(Cl)cc1,ICBCZMIEENEERJ-UHFFFAOYSA-N,593.17,593.17,,,,,,,,,,,0,0,,0,0,0
