,molregno,chembl_id,max_phase,canonical_smiles,standard_inchi_key,mw_freebase,molecular_weight,alogp,hba,hbd,psa,rtb,num_ro5_violations,aromatic_rings,heavy_atoms,qed_weighted,np_likeness_score,natural_product,prodrug,ro3_pass,oral,parenteral,topical
5769,1038959,CHEMBL1616008,3.0,CNc1ccc(C(=O)CC(O)CC[C@H](C)C2OC(=O)C[C@H](O)CC(=O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@]3(O)C[C@H](O)[C@@H](C(=O)NCCN(C)C)[C@H](C[C@@H](O[C@@H]4O[C@H](C)[C@@H](O)[C@H](NC(=O)CN(C)C)[C@@H]4O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C2C)O3)cc1,UJGVOBAKMNJQEV-SBUJTFOESA-N,1282.58,1282.58,,,,,,,,,,,0,0,,0,0,0
5821,1051276,CHEMBL1628385,4.0,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CCN(CC)CCOC(=O)c1ccc(N)cc1,WHRVRSCEWKLAHX-LQDWTQKMSA-N,570.71,570.71,,,,,,,,,,,0,0,,0,1,0
5831,1052695,CHEMBL1630575,4.0,CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,JYIKNQVWKBUSNH-WVDDFWQHSA-N,1093.33,1093.33,,,,,,,,,,,1,0,,0,1,0
5856,1064493,CHEMBL1651905,2.0,O=C(COCCOCCOCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,JXMIBUGMYLQZGO-UHFFFAOYSA-N,1215.82,1215.82,,,,,,,,,,,1,0,,0,0,0
5873,1070837,CHEMBL1673148,2.0,C[N+](C)(CCOc1ccccc1)Cc1ccccc1.O=C([O-])c1cc2ccccc2cc1O,PMPQCPQAHTXCDK-UHFFFAOYSA-M,443.54,443.54,,,,,,,,,,,0,0,,0,0,0
5881,1076140,CHEMBL1688530,4.0,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,VHFGEBVPHAGQPI-LXKZPTCJSA-N,1793.12,1793.12,,,,,,,,,,,1,0,,0,1,0
5901,1078520,CHEMBL1697756,3.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC.C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,MXBCYQUALCBQIJ-RYVPXURESA-N,606.89,606.89,,,,,,,,,,,0,0,,0,0,0
6090,1122108,CHEMBL1743260,3.0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CC[Si](C)(C)C)cccc3nc2-1,SYXGVIWFCCQOEK-VWLOTQADSA-N,448.6,448.6,,,,,,,,,,,0,0,,0,0,0
6130,1152048,CHEMBL1788384,2.0,CC(=O)Nc1cc([As]2SCC(CO)S2)ccc1O,MRUDSZSRLQAPOG-UHFFFAOYSA-N,347.29,347.29,,,,,,,,,,,1,0,,0,0,0
6137,1152060,CHEMBL1788396,2.0,O=[As](O)(O)c1ccc(NCCNc2ccc([As](=O)(O)O)cc2)cc1,YQVALJGIKVYRNI-UHFFFAOYSA-N,460.15,460.15,,,,,,,,,,,0,0,,0,0,0
6461,1318664,CHEMBL1997373,2.0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CC[Si](C)(C)C,POADTFBBIXOWFJ-VWLOTQADSA-N,448.6,448.6,,,,,,,,,,,1,0,,0,0,0
6527,1344984,CHEMBL2035460,1.0,O=c1c2ccccc2[se]n1CCn1[se]c2ccccc2c1=O,SFFSGPCYJCMDJM-UHFFFAOYSA-N,422.2,422.2,,,,,,,,,,,0,0,,0,0,0
6566,1357106,CHEMBL2063705,2.0,CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(N(CCCCC(=O)O)C(=O)O[C@H]4CC[C@H](C(=O)O)CC4)cs3)nc2-c2csc(n2)-c2csc(n2)[C@H]([C@@H](O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C,GNLYKLDXQZHYTR-LMOGNUDZSA-N,1366.64,1366.64,,,,,,,,,,,1,0,,0,0,0
6576,1359198,CHEMBL2068884,4.0,O=C([O-])[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O.[Na+],MSXHSNHNTORCAW-GGLLEASOSA-M,216.12,216.12,,,,,,,,,,,1,0,,0,1,0
6620,1376008,CHEMBL2103738,4.0,O.O.O.O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],HXGWMCJZLNWEBC-UHFFFAOYSA-K,209.92,281.98,,,,,,,,,,,0,0,,1,0,0
6626,1376018,CHEMBL2103748,2.0,CCCCCCCCOc1ccc(C(=O)N[C@H]2C[C@@H](O)[C@@H](O)NC(=O)[C@@H]3[C@@H](O)[C@@H](C)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c3ccc(O)cc3)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC2=O)cc1,ZKZKCEAHVFVZDJ-MTUMARHDSA-N,1030.14,1030.14,,,,,,,,,,,1,0,,0,0,0
6627,1376020,CHEMBL2103750,2.0,C=C(NC(=O)c1csc(-c2nc3c(cc2O)-c2nc(cs2)C(=O)NC(C(C)O)C(=O)N/C(=C\C)c2nc(cs2)C(=O)NC2CC(O)C(=O)OCc4cccc5[nH]c(c(C)c45)C(=O)SCC(NC(=O)c4csc2n4)c2nc-3cs2)n1)C(N)=O,OQAOHXRUMXWDLQ-FPQMYIDKSA-N,1222.39,1222.39,,,,,,,,,,,1,0,,0,0,0
6679,1376104,CHEMBL2103834,2.0,CC[C@H]1OC(=O)C[C@@H](OC(C)=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,KCJJINQANFZSAM-HZDSEHBESA-N,1042.27,1042.27,,,,,,,,,,,1,0,,0,0,0
6728,1376163,CHEMBL2103893,2.0,CC(C)(COC(=O)CCC(=O)OCc1cccnc1)C(OC(=O)CCC(=O)OCc1cccnc1)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(OC(=O)CCC(=O)OCc1cccnc1)C(C)(C)COC(=O)CCC(=O)OCc1cccnc1,PCGCUXHCEFYPOT-UHFFFAOYSA-N,1319.48,1319.48,,,,,,,,,,,0,0,,0,0,0
6766,1376239,CHEMBL2103969,2.0,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NCC(O)CNC(=O)c2c(I)c(NC(=O)[C@H](C)O)c(I)c(C(=O)NC(CO)CO)c2I)c(I)c(C(=O)NC(CO)CO)c1I,NNZBBKHCMKTQJQ-UWVGGRQHSA-N,1462.08,1462.08,,,,,,,,,,,0,0,,0,0,0
6767,1376240,CHEMBL2103970,2.0,CC(=O)N(C)c1c(I)c(C(=O)O)c(I)c(N(CC(O)COCCCCOCC(O)CN(C(C)=O)c2c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c2I)C(C)=O)c1I,PTZLONROPJVDRQ-UHFFFAOYSA-N,1458.13,1458.13,,,,,,,,,,,0,0,,0,0,0
6866,1376365,CHEMBL2104095,2.0,C[N+](C)(C)CCO.O=C([O-])c1ccccc1O,UDKCHVLMFQVBAA-UHFFFAOYSA-M,241.29,241.29,,,,,,,,,,,1,0,,0,0,0
6941,1376452,CHEMBL2104182,2.0,C[N+](C)(C)CCO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,UJWRGESBUBDIIB-JJKGCWMISA-M,299.32,299.32,,,,,,,,,,,0,0,,0,0,0
6973,1376487,CHEMBL2104217,2.0,O=C([O-])[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-].[Ca+2],UGZVNIRNPPEDHM-SBBOJQDXSA-L,248.2,248.2,,,,,,,,,,,1,0,,0,0,0
7092,1376619,CHEMBL2104349,2.0,O=C(CCOCCOCCOCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,WIHNMHCKXOKXHG-UHFFFAOYSA-N,1243.87,1243.87,,,,,,,,,,,0,0,,0,0,0
7121,1376674,CHEMBL2104404,2.0,CC(C)C[C@H]1C(=O)O[C@H](Cc2ccc(N3CCOCC3)cc2)C(=O)N(C)[C@@H](CC(C)C)C(=O)O[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)O[C@H](Cc2ccc(N3CCOCC3)cc2)C(=O)N(C)[C@@H](CC(C)C)C(=O)O[C@H](C)C(=O)N1C,ZMQMTKVVAMWKNY-YSXLEBCMSA-N,1119.41,1119.41,,,,,,,,,,,1,0,,0,0,0
7134,1376703,CHEMBL2104433,2.0,CCCCC1C(=O)OC(C(C)C(O)CCCNC(=N)N)C(C)/C=C(\C)CCCCC(O)CC(O)CC(O)CC(O)CC(O)C(O[C@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)/C=C(\C)C(O)CCCC(O)CCCC(O)CCC(C)C1O,NYWSLZMTZNODJM-MCGDBQAWSA-N,1078.43,1078.43,,,,,,,,,,,1,0,,0,0,0
7200,1376784,CHEMBL2104514,3.0,N=C(N)NCCC[C@H](N)C(=O)O.N[C@@H](CCC(=O)O)C(=O)O,RVEWUBJVAHOGKA-WOYAITHZSA-N,321.33,321.33,,,,,,,,,,,0,0,,0,0,0
7267,1376864,CHEMBL2104594,2.0,O.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO.[Ca+2],OKRXSXDSNLJCRS-NLOQLBMISA-L,592.51,610.53,,,,,,,,,,,0,0,,0,0,0
7439,1377058,CHEMBL2104788,2.0,O=C(O)c1ccccc1O.c1c[nH]cn1,XCHHJFVNQPPLJK-UHFFFAOYSA-N,206.2,206.2,,,,,,,,,,,0,0,,0,0,0
7579,1377241,CHEMBL2104971,2.0,NC(=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CC(O)CO)C(=O)CC(=O)N(CC(O)CO)c2c(I)c(C(N)=O)c(I)c(C(=O)NCC(O)CO)c2I)c1I,DLPPIGPJCKKVBA-UHFFFAOYSA-N,1478.08,1478.08,,,,,,,,,,,0,0,,0,0,0
7825,1377518,CHEMBL2105248,4.0,O=C([O-])[C@H](O)[C@@H](O)C(=O)O.[K+],KYKNRZGSIGMXFH-ZVGUSBNCSA-M,188.18,188.18,,,,,,,,,,,1,0,,0,0,1
8291,1378087,CHEMBL2105817,2.0,CCCCCCCCCCCCCCCC(=O)OC1CC(C)=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CC(OC(=O)CCCCCCCCCCCCCCC)CC2(C)C)C(C)(C)C1,XACHQDDXHDTRLX-HZXCUAKRSA-N,1045.72,1045.72,,,,,,,,,,,1,0,,0,0,0
8367,1378205,CHEMBL2105935,3.0,C[N+](C)(C)CCO.O=C([O-])C(O)C(O)C(=O)O,QWJSAWXRUVVRLH-UHFFFAOYSA-M,253.25,253.25,,,,,,,,,,,1,0,,0,0,0
8460,1378323,CHEMBL2106053,2.0,CN(Cc1cc(Br)cc(Br)c1NC(=O)[C@H](CSSC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1c(Br)cc(Br)cc1CN(C)C1CCCCC1)NC(=O)OCc1ccccc1)C1CCCCC1,UVOSLKVETODLTR-CXNSMIOJSA-N,1224.82,1224.82,,,,,,,,,,,0,0,,0,0,0
8510,1378381,CHEMBL2106111,1.0,CC(O)C(=O)[O-].CC(O)C(=O)[O-].[Ca+2],MKJXYGKVIBWPFZ-UHFFFAOYSA-L,218.22,218.22,,,,,,,,,,,1,0,,0,0,0
8517,1378389,CHEMBL2106119,4.0,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2],NEEHYRZPVYRGPP-IYEMJOQQSA-L,430.37,430.37,,,,,,,,,,,1,0,,0,1,0
8521,1378393,CHEMBL2106123,3.0,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Ca+2].[Ca+2].[Ca+2],FNAQSUUGMSOBHW-UHFFFAOYSA-H,498.43,498.43,,,,,,,,,,,1,0,,0,0,0
8738,1378642,CHEMBL2106372,2.0,O=C(COCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,FZDZULUFHNDEDJ-UHFFFAOYSA-N,1127.71,1127.71,,,,,,,,,,,0,0,,0,0,0
8747,1378659,CHEMBL2106389,2.0,CNC(=O)c1c(I)c(NC(=O)CCCCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NC)c2I)c(I)c(C(=O)O)c1I,SMQYOVYWPWASGU-UHFFFAOYSA-N,1253.87,1253.87,,,,,,,,,,,0,0,,0,0,0
8748,1378660,CHEMBL2106390,2.0,CNC(=O)c1c(I)c(NC(=O)CCCCCCCCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NC)c2I)c(I)c(C(=O)O)c1I,RXUVYYAWLAIABB-UHFFFAOYSA-N,1309.98,1309.98,,,,,,,,,,,0,0,,0,0,0
8749,1378661,CHEMBL2106391,2.0,O=C(COCCOCCOCCOCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,XPEPMWYMISJEEQ-UHFFFAOYSA-N,1259.87,1259.87,,,,,,,,,,,0,0,,0,0,0
8750,1378662,CHEMBL2106392,2.0,CNC(=O)c1c(Br)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(Br)c(N(C)C(C)=O)c1Br,OJCPHFBLBNKCNX-UHFFFAOYSA-N,1127.88,1127.88,,,,,,,,,,,0,0,,0,0,0
8931,1378903,CHEMBL2106633,1.0,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2],HQKMJHAJHXVSDF-UHFFFAOYSA-L,591.26,591.26,,,,,,,,,,,1,0,,0,0,0
9208,1379233,CHEMBL2106963,2.0,C1CNCCN1.O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Ca+2],ROJMAHHOFDIQTI-UHFFFAOYSA-L,416.44,416.44,,,,,,,,,,,0,0,,0,0,0
9220,1379245,CHEMBL2106975,2.0,O=C([O-])O.[K+],TYJJADVDDVDEDZ-UHFFFAOYSA-M,100.11,100.11,,,,,,,,,,,0,0,,0,0,0
9223,1379248,CHEMBL2106978,1.0,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[K+],HLCFGWHYROZGBI-JJKGCWMISA-M,234.25,234.25,,,,,,,,,,,1,0,,0,0,0
9390,1379462,CHEMBL2107192,2.0,C[N+](C)(C)CCO.C[N+](C)(C)CCO.O=C([O-])c1ccccc1O.O=C([O-])c1ccccc1O.O=S(=O)([O-])[O-].[Mg+2],JFFTWGWKXDKILV-UHFFFAOYSA-J,602.94,602.94,,,,,,,,,,,0,0,,0,0,0
9515,1379624,CHEMBL2107354,4.0,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],SARBMGXGWXCXFW-GJHVZSAVSA-M,1237.52,1277.51,,,,,,,,,,,1,0,,0,0,0
9678,1379832,CHEMBL2107562,2.0,O=C([O-])c1cc(O)ccc1O.[Na+],MOIJZWWOFOQFMH-UHFFFAOYSA-M,176.1,176.1,,,,,,,,,,,0,0,,0,0,0
9804,1379979,CHEMBL2107709,2.0,C1CNCCN1.Oc1cc(Cl)c(Cl)cc1Cl.Oc1cc(Cl)c(Cl)cc1Cl,BNVFYGMONODIGW-UHFFFAOYSA-N,481.03,481.03,,,,,,,,,,,0,0,,0,0,0
9879,1380090,CHEMBL2107820,2.0,COc1ccc(NC(=O)[C@H](CCCCN)NC(=O)c2cc(NC(=O)[C@H](CCCCN)NC(=O)c3cc(NC(=O)[C@H](CCCCN)NC(=O)c4cc(NC(=O)[C@@H](N)CCCCN)ccc4OC)ccc3OC)ccc2OC)cc1C(N)=O,PWFIFNGOPQUNIT-ITMZJIMRSA-N,1126.33,1126.33,,,,,,,,,,,1,0,,0,0,0
10302,1383540,CHEMBL2111100,4.0,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC,JMUHBNWAORSSBD-WKYWBUFDSA-N,1237.52,1237.52,,,,,,,,,,,1,0,,0,0,0
10381,1413247,CHEMBL2141296,3.0,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,MXAYKZJJDUDWDS-LBPRGKRZSA-N,361.03,361.03,,,,,,,,,,,1,0,,0,0,0
10542,1449357,CHEMBL2219546,4.0,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O.[Yb],OPPLBZGZONFTEA-UHFFFAOYSA-N,566.39,566.39,,,,,,,,,,,0,0,,0,1,0
10545,1449551,CHEMBL2219740,2.0,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO.[Ca+2],YPCRNBPOUVJVMU-LCGAVOCYSA-L,592.51,592.51,,,,,,,,,,,1,0,,0,0,0
10605,1529535,CHEMBL2347704,2.0,CC1(C)OB(O)c2cc(NC(=O)c3ccc(F)cc3C(F)(F)F)ccc21,PTYGDEXEGLDNAZ-UHFFFAOYSA-N,367.11,367.11,,,,,,,,,,,0,0,,0,0,0
10670,1541330,CHEMBL2365492,3.0,O=C(O)[C@@H]1O[Sb]2(O)(O[Sb]34(O)O[C@H]([C@H](O)CO)[C@H](O3)[C@H](C(=O)O)O4)O[C@H]([C@H](O)CO)[C@@H]1O2,RPOBPHCDIPHDQL-XCCFGPONSA-L,679.8,679.8,,,,,,,,,,,0,0,,0,0,0
10789,1607880,CHEMBL3093499,1.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)CCCC(=O)O)C2CCCCC2)[C@H](O)[C@H](C)O1,CZXGBIFEWYVYJY-NPLULESDSA-N,1396.46,1396.46,,,,,,,,,,,0,0,,0,0,0
10892,1674277,CHEMBL3184986,4.0,CC(=O)[O-].CC(=O)[O-].O.O.[Zn+2],BEAZKUGSCHFXIQ-UHFFFAOYSA-L,183.48,219.51,,,,,,,,,,,0,0,,1,1,0
10946,1740002,CHEMBL3247378,2.0,C[As](C)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,JGDXFQORBMPJGR-YUMQZZPRSA-N,411.31,411.31,,,,,,,,,,,1,0,,0,0,0
10998,1763589,CHEMBL3301627,4.0,CN1Cc2c(Cl)cc(Cl)cc2[C@H](c2cccc(S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc([C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc54)c3)c2)C1.Cl.Cl,VFRAXTZDILCRKY-OWRGXFNZSA-N,1145.07,1217.99,,,,,,,,,,,0,0,,1,0,0
11004,1763643,CHEMBL3301672,3.0,CCCCCC/C=C\CCCCCCCCCC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)CC(=O)CCCCCCCCCCC)[C@@H](OCCCCCCCCCC)[C@@H]2O)O[C@H](COC)[C@@H](OP(=O)([O-])[O-])[C@@H]1OCC[C@@H](CCCCCCC)OC.[Na+].[Na+].[Na+].[Na+],FEMINZOAAWPBPP-RHMAUSBNSA-J,1313.68,1401.6,,,,,,,,,,,1,0,,0,0,0
11012,1766456,CHEMBL3304485,4.0,CN1Cc2c(Cl)cc(Cl)cc2[C@H](c2cccc(S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc([C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc54)c3)c2)C1,DNHPDWGIXIMXSA-CXNSMIOJSA-N,1145.07,1145.07,,,,,,,,,,,1,0,,1,0,0
11024,1782496,CHEMBL3317857,4.0,O=C(O)C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1,IOOWNWLVCOUUEX-WPRPVWTQSA-N,297.14,297.14,,,,,,,,,,,1,0,,0,1,0
11115,1926826,CHEMBL3544977,2.0,COC(=O)N[C@H](C(=O)N1[C@H](c2nc3cc(-c4cc5ccc4CCc4ccc(c(-c6ccc7[nH]c([C@@H]8C[C@@H]9CCCC[C@@H]9N8C(=O)[C@@H](NC(=O)OC)C(C)C)nc7c6)c4)CC5)ccc3[nH]2)C[C@@H]2CCCC[C@@H]21)C(C)C,LSYBRGMTRKJATA-IVEWBXRVSA-N,1001.29,1001.29,,,,,,,,,,,1,0,,0,0,0
11141,1926913,CHEMBL3545064,2.0,CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O.CS(=O)(=O)O,OXYYOEIGQRXGPI-WSZWBAFRSA-N,214.07,310.18,,,,,,,,,,,0,0,,0,0,0
11152,1926972,CHEMBL3545123,4.0,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,VJYSBPDEJWLKKJ-NLIMODCCSA-N,1113.2,1113.2,,,,,,,,,,,0,0,,1,0,0
11228,1927281,CHEMBL3545432,4.0,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(=O)O)(CC(=O)O)O1,MBOMYENWWXQSNW-AWEZNQCLSA-N,517.13,517.13,,,,,,,,,,,0,1,,1,0,0
11232,1930988,CHEMBL3549142,2.0,NC[C@H]1OB(O)c2c(OCCCO)cccc21,FXQIIDINBDJDKL-SNVBAGLBSA-N,237.06,237.06,,,,,,,,,,,1,0,,0,0,0
11366,2039234,CHEMBL3707263,2.0,C[C@H](C[Se]CC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,JCMLWGQJPSGGEI-HZAMXZRMSA-N,594.67,594.67,,,,,,,,,,,0,0,,0,0,0
11376,2039261,CHEMBL3707290,4.0,C=C(CCCCCCCCCCCCCCCc1nnn[nH]1)NS(=O)(=O)CCCC(=O)NCCOCCOCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=O)CSC[C@H](N)C(=O)O)C(N)=O)C(=O)O)C(=O)O,NAKSIOUBFDBTSW-ITMZJIMRSA-N,1308.59,1308.59,,,,,,,,,,,0,0,,0,1,0
11433,2039417,CHEMBL3707446,3.0,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](NC(=O)c3cc(=O)[nH]c(=O)[nH]3)C[C@@H](C(=O)NCCNC(=O)COCCOCC(=O)Nc3cc(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(S(=O)(=O)O)c34)C[C@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H](CC3CCCCC3)C(=O)O)[C@H]2OC(=O)c2ccccc2)[C@@H](O)[C@H](O)[C@@H]1O,VXBNTHRZPJLRSS-PTCSXESPSA-N,1447.44,1447.44,,,,,,,,,,,1,0,,0,0,0
11479,2096352,CHEMBL3833301,2.0,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O.CNC(C)CC1CCCCC1,MJCBWPMBFCUHBP-UHFFFAOYSA-N,387.52,387.52,,,,,,,,,,,1,0,,0,0,0
11483,2096367,CHEMBL3833316,2.0,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](NC(=O)c3cc(=O)[nH]c(=O)[nH]3)C[C@@H](C(=O)NCCNC(=O)COCCOCC(=O)Nc3cc(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c34)C[C@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H](CC3CCCCC3)C(=O)[O-])[C@H]2OC(=O)c2ccccc2)[C@@H](O)[C@H](O)[C@@H]1O.[Na+].[Na+].[Na+].[Na+],QQDCIMVGFXSAJH-DJFGCAFRSA-J,1447.44,1535.37,,,,,,,,,,,1,0,,0,0,0
11485,2096376,CHEMBL3833325,2.0,CC(=O)Oc1ccccc1C(=O)[O-].CC(=O)Oc1ccccc1C(=O)[O-].NC(N)=O.[Ca+2],VYMUGTALCSPLDM-UHFFFAOYSA-L,420.37,458.44,,,,,,,,,,,1,0,,0,0,0
