,std_smiles,canonical_smiles,max_phase,oral,parenteral,prodrug,max_phase_num
5218,CCOC(=O)C(CCN1CCOCC1)(c1ccccc1)c1ccccc1,CCOC(=O)C(CCN1CCOCC1)(c1ccccc1)c1ccccc1,2,0,0,0,2
5219,CCOC(=O)C(CCSC)NC(=O)C(Cc1cccc(N(CCCl)CCCl)c1)NC(=O)C(N)Cc1ccc(F)cc1,CCOC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1cccc(N(CCCl)CCCl)c1)NC(=O)[C@@H](N)Cc1ccc(F)cc1,2,0,0,0,2
5220,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C2CCC(CC2)C1C(=O)O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C2CCC(CC2)[C@H]1C(=O)O,2,0,0,0,2
5221,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1N=C(C(C)(C)C)SC1C(=O)O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1N=C(C(C)(C)C)S[C@H]1C(=O)O,2,0,0,0,2
5222,CCOC(=O)C(CCc1ccccc1)NC1CCCN2CCCC(C(=O)O)N2C1=O,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,2,0,0,1,2
5223,CCOC(=O)C(CCc1ccccc1)NC1CS[C@H](c2cccs2)CN(CC(=O)O)C1=O,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CS[C@H](c2cccs2)CN(CC(=O)O)C1=O,2,0,0,1,2
5224,CCOC(=O)C(COC(=O)Cc1ccc(NC(=O)c2ccccc2-c2ccc(C(F)(F)F)cc2)c(C(=O)N(C)C)c1)(C(=O)OCC)c1ccccc1,CCOC(=O)C(COC(=O)Cc1ccc(NC(=O)c2ccccc2-c2ccc(C(F)(F)F)cc2)c(C(=O)N(C)C)c1)(C(=O)OCC)c1ccccc1,2,0,0,0,2
5225,CCOC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)[C@@]1(O)[C@H](O)[C@]2(CC)C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@H]7CN(CCc8c6[nH]c6ccccc86)C[C@](O)(CC)C7)c(OC)cc5N(C)[C@@H]14)[C@@H]32,CCOC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@]1(O)[C@H](O)[C@]2(CC)C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@H]7CN(CCc8c6[nH]c6ccccc86)C[C@](O)(CC)C7)c(OC)cc5N(C)[C@@H]14)[C@@H]32,2,0,0,0,2
5226,CCOC(=O)C(Cc1ccc(Nc2nccc3ccncc23)cc1)N=C1C(Br)C(=O)C12CCCCC2,CCOC(=O)[C@H](Cc1ccc(Nc2nccc3ccncc23)cc1)NC1=C(Br)C(=O)C12CCCCC2,2,0,0,1,2
5227,CCOC(=O)C(N)CCC(=O)NC(CSCc1ccccc1)C(=O)NC(C(=O)OCC)c1ccccc1,CCOC(=O)[C@@H](N)CCC(=O)N[C@@H](CSCc1ccccc1)C(=O)N[C@@H](C(=O)OCC)c1ccccc1,2,0,0,0,2
5228,CCOC(=O)C(N)Cc1ccc(O)c(O)c1,CCOC(=O)[C@@H](N)Cc1ccc(O)c(O)c1,2,0,0,0,2
5229,CCOC(=O)C(NC(=O)[C@@]1(O)[C@H](O)[C@]2(CC)C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@H]7CN(CCc8c6[nH]c6ccccc86)C[C@](O)(CC)C7)c(OC)cc5N(C)[C@@H]14)[C@@H]32)[C@@H](C)CC,CCOC(=O)[C@@H](NC(=O)[C@@]1(O)[C@H](O)[C@]2(CC)C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@H]7CN(CCc8c6[nH]c6ccccc86)C[C@](O)(CC)C7)c(OC)cc5N(C)[C@@H]14)[C@@H]32)[C@@H](C)CC,2,0,0,0,2
5230,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,2,0,0,0,2
5231,CCOC(=O)C1(c2cccc(O)c2)CCN(C)CC1,CCOC(=O)C1(c2cccc(O)c2)CCN(C)CC1,2,0,0,0,2
5232,CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C,CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C,2,0,0,0,2
5233,CCOC(=O)C1(c2ccccc2)CCCN(C)CC1,CCOC(=O)C1(c2ccccc2)CCCN(C)CC1,2,0,0,0,2
5234,CCOC(=O)C1(c2ccccc2)CCCN(C)CC1C,CCOC(=O)C1(c2ccccc2)CCCN(C)CC1C,2,0,0,0,2
5235,CCOC(=O)C1(c2ccccc2)CCN(CC(O)c2ccccc2)CC1,CCOC(=O)C1(c2ccccc2)CCN(CC(O)c2ccccc2)CC1,2,0,0,0,2
5236,CCOC(=O)C1(c2ccccc2)CCN(CCC(N)=O)CC1,CCOC(=O)C1(c2ccccc2)CCN(CCC(N)=O)CC1,2,0,0,0,2
5237,CCOC(=O)C1(c2ccccc2)CCN(CCC(O)c2ccccc2)CC1,CCOC(=O)C1(c2ccccc2)CCN(CCC(O)c2ccccc2)CC1,2,0,0,0,2
5238,CCOC(=O)C1(c2ccccc2)CCN(CCCNc2ccccc2)CC1,CCOC(=O)C1(c2ccccc2)CCN(CCCNc2ccccc2)CC1,2,0,0,0,2
5239,CCOC(=O)C1(c2ccccc2)CCN(CCN2CCOCC2)CC1,CCOC(=O)C1(c2ccccc2)CCN(CCN2CCOCC2)CC1,2,0,0,0,2
5240,CCOC(=O)C1(c2ccccc2)CCN(CCOCC2CCCO2)CC1,CCOC(=O)C1(c2ccccc2)CCN(CCOCC2CCCO2)CC1,2,0,0,0,2
5241,CCOC(=O)C1(c2ccccc2)CCN(CCOCCO)CC1,CCOC(=O)C1(c2ccccc2)CCN(CCOCCO)CC1,2,0,0,0,2
5242,CCOC(=O)C1(c2ccccc2)CCN(CCOCc2ccccc2)CC1,CCOC(=O)C1(c2ccccc2)CCN(CCOCc2ccccc2)CC1,2,0,0,0,2
5243,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccccc2)CC1,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccccc2)CC1,2,0,0,0,2
5244,CCOC(=O)C12CCC(NCC(=O)N3C[C@@H](F)C[C@H]3C#N)(CC1)CC2,CCOC(=O)C12CCC(NCC(=O)N3C[C@@H](F)C[C@H]3C#N)(CC1)CC2,2,0,0,0,2
5245,CCOC(=O)C1=C(C)N(CCN2CCOCC2)C(C)=C(C(=O)OCC)C1c1ccccc1C(F)(F)F,CCOC(=O)C1=C(C)N(CCN2CCOCC2)C(C)=C(C(=O)OCC)C1c1ccccc1C(F)(F)F,2,0,0,0,2
5246,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc2c1OCO2,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc2c1OCO2,2,0,0,0,2
5247,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OCC)C1c1cccc2nonc12,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc2nonc12,2,0,0,0,2
5248,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OCC)C1c1cccnc1SC,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccnc1SC,2,0,0,0,2
5249,CCOC(=O)C1=C(C)N=C(CN(C)C)C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,CCOC(=O)C1=C(C)NC(CN(C)C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,2,0,0,0,2
5250,CCOC(=O)C1=C(COCCOCCN)N=C(C)C(C(=O)OC)C1c1cccc(Cl)c1Cl,CCOC(=O)C1=C(COCCOCCN)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,2,0,0,0,2
5251,CCOC(=O)C1=C(c2ccc(-n3c(C)nc4cnccc43)cc2)N=C(C)C(C(=O)Nc2ccccn2)[C@H]1c1ccccc1Cl,CCOC(=O)C1=C(c2ccc(-n3c(C)nc4cnccc43)cc2)NC(C)=C(C(=O)Nc2ccccn2)[C@H]1c1ccccc1Cl,2,0,0,0,2
5252,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,2,0,0,0,2
5253,CCOC(=O)C1C(=O)C(=Cc2c[nH]c3ncccc23)OC1=NN1CCN(CC(F)(F)F)CC1,CCOC(=O)C1=C(NN2CCN(CC(F)(F)F)CC2)O/C(=C\c2c[nH]c3ncccc23)C1=O,2,0,0,0,2
5254,CCOC(=O)C1C(CN2CCN3C(=O)N(CC(C)(C)C(=O)O)C[C@@H]3C2)=NC(c2nccs2)=N[C@H]1c1cccc(F)c1C,CCOC(=O)C1=C(CN2CCN3C(=O)N(CC(C)(C)C(=O)O)C[C@@H]3C2)N=C(c2nccs2)N[C@H]1c1cccc(F)c1C,2,0,0,0,2
5255,CCOC(=O)C1CC2(CCN(c3cc(O[C@H](c4ccc(Cl)cc4-c4ccccc4)C(F)(F)F)nc(N)n3)CC2)CN1,CCOC(=O)[C@@H]1CC2(CCN(c3cc(O[C@H](c4ccc(Cl)cc4-c4ccccc4)C(F)(F)F)nc(N)n3)CC2)CN1,2,0,0,1,2
5256,CCOC(=O)C1N=C(c2ccccc2Cl)c2cc(Cl)ccc2NC1=O,CCOC(=O)C1N=C(c2ccccc2Cl)c2cc(Cl)ccc2NC1=O,2,0,0,0,2
5257,CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2N(C(=O)NC)C1=O,CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2N(C(=O)NC)C1=O,2,0,0,0,2
5258,CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O,CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O,2,0,0,0,2
5259,CCOC(=O)C1OC1C(=O)NC(CC(C)C)C(=O)NCCC(C)C,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,2,0,0,0,2
5260,CCOC(=O)C1Oc2ccc(Cl)cc2C(C)c2cc(Cl)ccc2O1,CCOC(=O)[C@H]1Oc2ccc(Cl)cc2[C@H](C)c2cc(Cl)ccc2O1,2,0,0,0,2
5261,CCOC(=O)CC(=O)N1CCSC1COc1ccccc1OC,CCOC(=O)CC(=O)N1CCSC1COc1ccccc1OC,2,0,0,0,2
5262,CCOC(=O)CC(O)CC(O)/C=C/C1=C(c2ccc(F)cc2)c2ccccc2OC12CCCC2,CCOC(=O)CC(O)CC(O)/C=C/C1=C(c2ccc(F)cc2)c2ccccc2OC12CCCC2,2,0,0,0,2
5263,CCOC(=O)CCCn1nnnc1-c1ccc2c(c1)[C@@H](Oc1ccc(=O)[nH]n1)[C@](C)(O)C(C)(C)O2,CCOC(=O)CCCn1nnnc1-c1ccc2c(c1)[C@@H](Oc1ccc(=O)[nH]n1)[C@](C)(O)C(C)(C)O2,2,0,0,0,2
5264,CCOC(=O)CCNC(=O)NC1CCN(c2ccc(C(=N)N)cc2)C1=O,CCOC(=O)CCNC(=O)N[C@H]1CCN(c2ccc(C(=N)N)cc2)C1=O,2,0,0,0,2
5265,CCOC(=O)CN1CCN(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)CC1,CCOC(=O)CN1CCN(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)CC1,2,0,0,0,2
5266,CCOC(=O)CN1CCN(C[C@@H]2CN(c3ccc(C(=N)NC(=O)OC)cc3)C(=O)O2)CC1,CCOC(=O)CN1CCN(C[C@@H]2CN(c3ccc(C(=N)NC(=O)OC)cc3)C(=O)O2)CC1,2,0,0,0,2
5267,CCOC(=O)COC(=O)c1c(I)c(NC(C)=O)c(I)c(NC(C)=O)c1I,CCOC(=O)COC(=O)c1c(I)c(NC(C)=O)c(I)c(NC(C)=O)c1I,2,0,0,0,2
5268,CCOC(=O)COC1CCN(C(=O)C(C)NC(=O)c2ccc(C(N)=NO)cc2)CC1,CCOC(=O)COC1CCN(C(=O)[C@H](C)NC(=O)c2ccc(/C(N)=N/O)cc2)CC1,2,0,0,1,2
5269,CCOC(=O)COc1c(Br)cc(Br)cc1CN(C)C1CCCCC1,CCOC(=O)COc1c(Br)cc(Br)cc1CN(C)C1CCCCC1,2,0,0,0,2
5270,CCOC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,CCOC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,2,0,0,0,2
5271,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1,2,0,0,0,2
5272,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1Cl,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1Cl,2,0,0,0,2
5273,CCOC(=O)CSCCC1NC(C(=O)O)CS1,CCOC(=O)CSCCC1NC(C(=O)O)CS1,2,0,0,0,2
5274,CCOC(=O)C[C@H](NC(=O)CN1C(=O)N[C@@](C)(c2ccc(C(=N)N)cc2)C1=O)c1ccccc1,CCOC(=O)C[C@H](NC(=O)CN1C(=O)N[C@@](C)(c2ccc(C(=N)N)cc2)C1=O)c1ccccc1,2,0,0,0,2
5275,CCOC(=O)Cn1cccc1-c1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)s1,CCOC(=O)Cn1cccc1-c1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)s1,2,0,0,0,2
5276,CCOC(=O)Cn1nc(C(F)(F)F)cc1-c1ccc(-c2cccc(S(C)(=O)=O)c2)cc1,CCOC(=O)Cn1nc(C(F)(F)F)cc1-c1ccc(-c2cccc(S(C)(=O)=O)c2)cc1,2,0,0,0,2
5277,CCOC(=O)N(CCN(C)C)c1cccc(C(F)(F)F)c1,CCOC(=O)N(CCN(C)C)c1cccc(C(F)(F)F)c1,2,0,0,0,2
5278,CCOC(=O)N(Cc1ccccc1)C1CC1,CCOC(=O)N(Cc1ccccc1)C1CC1,2,0,0,0,2
5279,CCOC(=O)N(c1cccc(C(=O)c2ccccc2)c1)S(=O)(=O)C(F)(F)F,CCOC(=O)N(c1cccc(C(=O)c2ccccc2)c1)S(=O)(=O)C(F)(F)F,2,0,0,0,2
5280,CCOC(=O)N1CCC(=O)N(c2ccccc2)c2cc(Cl)ccc21,CCOC(=O)N1CCC(=O)N(c2ccccc2)c2cc(Cl)ccc21,2,0,0,0,2
5281,CCOC(=O)N1CCN(C(=O)C(Cc2cccc(C(N)=NO)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1,CCOC(=O)N1CCN(C(=O)[C@H](Cc2cccc(/C(N)=N\O)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1,2,0,0,0,2
5282,CCOC(=O)N1CC[C@]2(C1)C[C@@H](N1CCC(c3ccnn3C)CC1)C2,CCOC(=O)N1CC[C@]2(C1)C[C@@H](N1CCC(c3ccnn3C)CC1)C2,2,0,0,0,2
5283,CCOC(=O)N1CSCC1C(=O)O,CCOC(=O)N1CSC[C@H]1C(=O)O,2,0,0,0,2
5284,CCOC(=O)N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,CCOC(=O)NC(=N)NC(=O)Cc1c(Cl)cccc1Cl,2,0,0,0,2
5285,CCOC(=O)N=C(N)c1ccc(OCc2cccc(COc3ccc(C(C)(C)c4ccc(O)cc4)cc3)c2)cc1,CCOC(=O)NC(=N)c1ccc(OCc2cccc(COc3ccc(C(C)(C)c4ccc(O)cc4)cc3)c2)cc1,2,0,0,0,2
5286,CCOC(=O)N=C1CN(N2CCOCC2)NO1,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,2,0,0,1,2
5287,CCOC(=O)NC(O)C(Cl)(Cl)Cl,CCOC(=O)NC(O)C(Cl)(Cl)Cl,2,0,0,0,2
5288,CCOC(=O)NC1=C(N2CC2)C(=O)C(NC(=O)OCC)=C(N2CC2)C1=O,CCOC(=O)NC1=C(N2CC2)C(=O)C(NC(=O)OCC)=C(N2CC2)C1=O,2,0,0,0,2
5289,CCOC(=O)NNC(C)c1ccccc1,CCOC(=O)NNC(C)c1ccccc1,2,0,0,0,2
5290,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,2,0,0,0,2
5291,CCOC(=O)NNc1nncc2ccccc12,CCOC(=O)NNc1nncc2ccccc12,2,0,0,0,2
5292,CCOC(=O)NP(=O)(N1CC1(C)C)N1CC1(C)C,CCOC(=O)NP(=O)(N1CC1(C)C)N1CC1(C)C,2,0,0,0,2
5293,CCOC(=O)NP(=O)(N1CC1)N1CC1,CCOC(=O)NP(=O)(N1CC1)N1CC1,2,0,0,0,2
5294,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccccc1)C(C)N2,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccccc1)[C@H](C)N2,2,0,0,0,2
5295,CCOC(=O)Nc1ccc(SCC2COC(Cn3ccnc3)(c3ccc(Cl)cc3Cl)O2)cc1,CCOC(=O)Nc1ccc(SCC2COC(Cn3ccnc3)(c3ccc(Cl)cc3Cl)O2)cc1,2,0,0,0,2
5296,CCOC(=O)Nc1ccc(SCC2COC(Cn3ccnc3)(c3ccc(OC)cc3)O2)cc1,CCOC(=O)Nc1ccc(SCC2COC(Cn3ccnc3)(c3ccc(OC)cc3)O2)cc1,2,0,0,0,2
5297,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(C)C)c1ccccc1CC2,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(C)C)c1ccccc1CC2,2,0,0,0,2
5298,CCOC(=O)Nc1nc2ccccc2[nH]1,CCOC(=O)Nc1nc2ccccc2[nH]1,2,0,0,0,2
5299,CCOC(=O)OC(C)OC(=O)C1N2C(=O)C(/N=C/N3CCCCCC3)[C@H]2SC1(C)C,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,2,0,0,0,2
5300,CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21,CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21,2,0,0,1,2
5301,CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)Cc1cnc(C)nc1N,CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)Cc1cnc(C)nc1N,2,0,0,0,2
5302,CCOC(=O)OC[C@H]1O[C@@H](Oc2ccccc2Cc2ccc(OC)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CCOC(=O)OC[C@H]1O[C@@H](Oc2ccccc2Cc2ccc(OC)cc2)[C@H](O)[C@@H](O)[C@@H]1O,2,0,0,0,2
5303,CCOC(=O)OC[C@H]1O[C@@H](Oc2nn(C(C)C)c(C)c2Cc2ccc(OC(C)C)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CCOC(=O)OC[C@H]1O[C@@H](Oc2nn(C(C)C)c(C)c2Cc2ccc(OC(C)C)cc2)[C@H](O)[C@@H](O)[C@@H]1O,2,0,0,1,2
5304,CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3C(C(=O)OC)[C@H]2OC)cc1OC,CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1OC,2,0,0,0,2
5305,CCOC(=O)Oc1ccc(/C=C/C=C/C(=O)NCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1OC,CCOC(=O)Oc1ccc(/C=C/C=C/C(=O)NCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1OC,2,0,0,0,2
5306,CCOC(=O)Oc1ccc(CCNC(=O)C(CCSC)NC(C)=O)cc1OC(=O)OCC,CCOC(=O)Oc1ccc(CCNC(=O)[C@H](CCSC)NC(C)=O)cc1OC(=O)OCC,2,0,0,1,2
5307,CCOC(=O)[C@@]1(CCCCCCOc2ccc(Cl)cc2)CO1,CCOC(=O)[C@@]1(CCCCCCOc2ccc(Cl)cc2)CO1,2,0,0,0,2
5308,CCOC(=O)[C@@]1(OC(=O)C(Cl)Cl)CC[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CCOC(=O)[C@@]1(OC(=O)C(Cl)Cl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,2,0,0,0,2
5309,CCOC(=O)[C@]1(c2ccccc2)CCC=C[C@H]1N(C)C,CCOC(=O)[C@]1(c2ccccc2)CCC=C[C@H]1N(C)C,2,0,0,0,2
5310,CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1CCN1CCN(c2ccccc2)CC1,CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1CCN1CCN(c2ccccc2)CC1,2,0,0,0,2
5311,CCOC(=O)c1c(C)cc2c(CO)n[nH]c(=O)c2c1C,CCOC(=O)c1c(C)cc2c(CO)n[nH]c(=O)c2c1C,2,0,0,0,2
5312,CCOC(=O)c1c(C)n(C)c2ccc(O)cc12,CCOC(=O)c1c(C)n(C)c2ccc(O)cc12,2,0,0,0,2
5313,CCOC(=O)c1c[n+](C)c2n(c1=O)C(C)CCC2,CCOC(=O)c1c[n+](C)c2n(c1=O)C(C)CCC2,2,0,0,0,2
5314,CCOC(=O)c1c[nH]c2cc(OCC(C)C)c(OCC(C)C)cc2c1=O,CCOC(=O)c1cnc2cc(OCC(C)C)c(OCC(C)C)cc2c1O,2,0,0,0,2
5315,CCOC(=O)c1c[nH]c2cc(OCC3CC3)c(OCC3CC3)cc2c1=O,CCOC(=O)c1cnc2cc(OCC3CC3)c(OCC3CC3)cc2c1O,2,0,0,0,2
5316,CCOC(=O)c1cc(-c2ccccc2)nc2ccc(C)cc12,CCOC(=O)c1cc(-c2ccccc2)nc2ccc(C)cc12,2,0,0,0,2
5317,CCOC(=O)c1cc(=O)c2c(OCC(COc3cccc4oc(C(=O)OCC)cc(=O)c34)OC(=O)C(N)CCCCN)cccc2o1,CCOC(=O)c1cc(=O)c2c(OCC(COc3cccc4oc(C(=O)OCC)cc(=O)c34)OC(=O)[C@@H](N)CCCCN)cccc2o1,2,0,0,0,2
5318,CCOC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)(C)C,CCOC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)(C)C,2,0,0,0,2
5319,CCOC(=O)c1ccc(N(CC(C)O)CC(C)O)cc1,CCOC(=O)c1ccc(N(CC(C)O)CC(C)O)cc1,2,0,0,0,2
5320,CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1,CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1,2,0,0,0,2
5321,CCOC(=O)c1ccc(OCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,CCOC(=O)c1ccc(OCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,2,0,0,0,2
5322,CCOC(=O)c1cnc2[nH]ccc2c1N[C@@H]1CCCN(C(=O)CC#N)C1,CCOC(=O)c1cnc2[nH]ccc2c1N[C@@H]1CCCN(C(=O)CC#N)C1,2,0,0,0,2
5323,CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C,CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C,2,0,0,0,2
5324,CCOC(=O)c1cnc2n(c1=O)C(C)CCC2CC(=O)O,CCOC(=O)c1cnc2n(c1=O)C(C)CCC2CC(=O)O,2,0,0,0,2
5325,CCOC(=O)c1cncn1C(C)c1ccc(F)cc1,CCOC(=O)c1cncn1C(C)c1ccc(F)cc1,2,0,0,0,2
5326,CCOC(=O)c1cncn1C1CCCc2ccccc21,CCOC(=O)c1cncn1C1CCCc2ccccc21,2,0,0,0,2
5327,CCOC(=O)c1nc(=O)c2cc3cc(OC)c(OC)cc3nc2[nH]1,CCOC(=O)c1nc(=O)c2cc3cc(OC)c(OC)cc3nc2[nH]1,2,0,0,0,2
5328,CCOC(=O)c1nc2c3cc(C)ccc3n(CC)c(=O)n2n1,CCOC(=O)c1nc2c3cc(C)ccc3n(CC)c(=O)n2n1,2,0,0,0,2
5329,CCOC(=O)c1ncn2c1CN(C)C(=O)c1c(Cl)cccc1-2,CCOC(=O)c1ncn2c1CN(C)C(=O)c1c(Cl)cccc1-2,2,0,0,0,2
5330,CCOC(=O)c1ncn2c1CN(C)C(=O)c1c(I)cccc1-2,CCOC(=O)c1ncn2c1CN(C)C(=O)c1c(I)cccc1-2,2,0,0,0,2
5331,CCOC(=O)c1ncn2c1CN(C)C(=O)c1c([123I])cccc1-2,CCOC(=O)c1ncn2c1CN(C)C(=O)c1c([123I])cccc1-2,2,0,0,0,2
5332,CCOC(=S)SSC(=S)OCC,CCOC(=S)SSC(=S)OCC,2,0,0,0,2
5333,CCOC(C(=O)N(C)CCN(C)CCc1ccccc1)(c1ccccc1)c1ccccc1,CCOC(C(=O)N(C)CCN(C)CCc1ccccc1)(c1ccccc1)c1ccccc1,2,0,0,0,2
5334,CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,2,0,0,0,2
5335,CCOC(C)C(C=NNC(N)=S)=NNC(N)=S,CCOC(C)C(/C=N/NC(N)=S)=N\NC(N)=S,2,0,0,0,2
5336,CCOC(C)C(O)C(=O)O,CCOC(C)C(=O)C(O)O,2,0,0,0,2
5337,CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1,CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1,2,0,0,0,2
5338,CCOC(Cc1ccc(OCCN2c3ccccc3Oc3ccccc32)cc1)C(=O)O,CCO[C@@H](Cc1ccc(OCCN2c3ccccc3Oc3ccccc32)cc1)C(=O)O,2,0,0,0,2
5339,CCOC(F)(F)c1nnc2cnc(-c3cnc(OCC(F)(F)F)c(F)c3)cn12,CCOC(F)(F)c1nnc2cnc(-c3cnc(OCC(F)(F)F)c(F)c3)cn12,2,0,0,0,2
5340,CCOC(OCC)C(=O)OCC(=O)[C@]1(O)C=C2C(=O)c3c(c(O)c4c(OC)cccc4c3O)C(=O)C2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1,CCOC(OCC)C(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,2,0,0,0,2
