smiles,max_phase
COc1ccc(NS(=O)(=O)c2ccc(/N=N/c3ccc(O)c(C(=O)O)c3)cc2)nn1,2
CCOP(=O)(/N=C(\SCCS/C(=N/P(=O)(OCC)OCC)SCc1ccccc1)SCc1ccccc1)OCC,2
CN(/N=N/N(C)c1ccccc1)c1ccccc1,2
COc1cccc(/C=N/OCC(O)CN2CCN(c3ccccc3OC)CC2)c1,2
CC(=O)O[C@@H]1/C=C/C(C)=C/C[C@H](O)/C=C/C(C)=C/[C@@H](NC(=O)C(C)=O)[C@]2(C)C(=O)O[C@H](C1)[C@@H](C)C2=O,2
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)/C2=C\F)c(=O)n1,2
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)CC1.[Br-],2
CN1CCN(C2=Nc3cscc3/C(=C/C#N)c3cscc32)CC1,2
O=C(/C=C/c1ccc(O)c(O)c1)OC1CC(OC(=O)/C=C/c2ccc(O)c(O)c2)(C(=O)O)CC(O)C1O,2
C/C(=C/CCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,2
C/C(=C\c1ccc(S(C)(=O)=O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C,2
C/C(=N\O)C(C)(C)NCCCCNC(C)(C)/C(C)=N/O,2
CC(Cc1ccccc1)/N=C/C(Cl)(Cl)Cl,2
C/C(=N\Nc1ccc(S(C)(=O)=O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C,2
CCN(CC)CCO/C(=C1\C2CC3C(C2)C13)c1ccccc1,2
C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C1c3ccccc3Oc3ccccc31)C2.[Br-],2
CN(C)CC/C=C1\c2ccccc2CNc2cc(Cl)ccc21,2
COc1ccc(/C=C/CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1OC,2
CC1=C\[C@@H](O)CC(=O)Cc2nc(co2)C(=O)N2CCC[C@@H]2C(=O)O[C@H](C(C)C)[C@H](C)/C=C/C(=O)NC\C=C\1,2
COCCCC/C(=N/OCCN)c1ccc(Cl)cc1,2
CCC#CC[C@H](C)[C@H](O)C#C[C@@H]1[C@H]2C/C(=C/COCCCC(=O)O)C[C@H]2C[C@H]1O,2
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,3
CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+],4
CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,4
CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O.Cl,1
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,4
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)(O)O.NC(CO)(CO)CO,2
CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21,4
CC(=O)O.CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,2
CCO.O=C(N[C@@H]1CC[C@@H](c2cccc(F)c2F)CN(CC(F)(F)F)C1=O)N1CCC(n2c([O-])nc3ncccc32)CC1.[K+],3
CS(=O)(=O)O.O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,4
CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,3
Cc1cc(F)ccc1[C@H]1C[C@@H](N2CCN3C(=O)CC[C@H]3C2)CCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.O=C(O)/C=C\C(=O)O,2
O=C(O)C(O)C(O)C(=O)O.OC[C@H]1CNC[C@@H](O)[C@@H]1O,2
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,4
CC(OC(=O)c1ccc(Cc2c([O-])c3ccccc3oc2=O)cc1)(C(F)(F)F)C(F)(F)F.[Na+],2
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c([O-])c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C.[Na+],4
CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1.Cc1ccc(S(=O)(=O)O)cc1,4
Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21.O=S(=O)(O)O,4
CCCCOCCOc1ccc(-c2ccc3c(c2)/C=C(/C(=O)Nc2ccc([S@@+]([O-])Cc4cncn4CCC)cc2)CCCN3CC(C)C)cc1.CS(=O)(=O)O,1
CCCN[C@@H]1CCc2nc(N)sc2C1.Cl.Cl.O,3
N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1,4
COc1cccc(C(=O)Nc2ccc(OCCN3CCOCC3)c(-c3ccnn3C)c2)c1.Cl,1
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1.Cl,2
Br.CCOc1cc2c(c(F)c1OCC)C(=N)N(CC(=O)c1cc(N3CCOCC3)c(OC)c(C(C)(C)C)c1)C2,2
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12.O=C(O)/C=C/C(=O)O,4
COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O.CS(=O)(=O)O,4
C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@H](C)C/C=C/S(=O)(=O)C(C)(C)C)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O,2
CSCC[C@H](N)C(=O)N[C@@]1(C(=O)O)CS(=O)(=O)[C@H]2[C@H](C(=O)O)[C@H]21.O,2
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12.Cl,4
CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1.Cl.Cl,4
CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1.O,4
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,4
Cl.Cl.O.O=C(c1ccc(CN2CCOCC2)cc1)N1CCN(C2CC2)CC1,2
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1.O,4
CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1.CS(=O)(=O)O,4
Cc1cc(-c2ccccc2[C@@H](C)OC[C@H](O)CNC(C)(C)Cc2ccc(Cl)c(F)c2)ccc1C(=O)O.Cc1cc(-c2ccccc2[C@@H](C)OC[C@H](O)CNC(C)(C)Cc2ccc(Cl)c(F)c2)ccc1C(=O)O.O.O=S(=O)(O)O,2
CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN.Cl,4
CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1.O=P(O)(O)O,1
COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-],2
CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1ccc(C)nc1C.O=S(=O)(O)c1ccccc1,2
Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)[N-]c1onc(C)c1Cl)OCO2.[Na+],4
CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1.C[S+](C)[O-],4
COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1.Cl,4
COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1.O=C(O)CCC(=O)O,4
NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3.O=C(O)C[C@H](O)C(=O)O,4
CN[C@@]1(C)[C@@H]2CC[C@@H](C2)C1(C)C.Cl,3
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O.O=C(O)CCC(=O)O,4
COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC.Cl.O,4
O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1.O=C(O)/C=C\C(=O)O,4
CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@H](NS(C)(=O)=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.Cl,2
CCCC(=O)O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O.Cl,2
C[N+](C)(C)Cc1ccco1.[I-],2
CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)O)O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4O[C@@H]4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C.N,2
C[n+]1ccc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c4csc(N)n4)[C@H]3[S+]([O-])C2)cc1.[Cl-],2
C/C(=C(\CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(/C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,2
CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C[C@@H]2O[C@H]2/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC,2
CC(C)Oc1cccc(CC(=O)N2CCC[C@](CC[N+]34CCC(c5ccccc5)(CC3)CC4)(c3ccc(Cl)c(Cl)c3)C2)c1.O=S(=O)([O-])c1ccccc1,2
COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3.[Cl-].[Cl-],2
CC[N+](C)(CC)CCCOC(=O)[C@H]1[C@H](c2ccccc2)[C@H](C(=O)OCCC[N+](C)(CC)CC)[C@H]1c1ccccc1.[I-].[I-],2
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6CCC[N+]6(C)C)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12.COS(=O)(=O)[O-],2
CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12.CS(=O)(=O)O,2
N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1.N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1.O.O.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,2
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)C(=O)[C@]1(C)OC.O=C(O)/C=C/C(=O)O,2
C=C1C[N+]2(CCCCC2)Cc2c1oc1c(OC)c3occc3c(OC)c1c2=O.[Cl-],2
CCC(=O)N1C2CCC1CN(C/C=C\c1ccccc1)C2,2
COc1ccc([N-]S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1F.[Na+],2
CCC1(CC)C(=O)[N-]C(=O)NC1=O.[Na+],2
Nc1ccc(S(=O)(=O)c2ccc(NCC(=O)[O-])cc2)cc1.[Na+],2
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc(N)n3CCO)CS[C@H]12)c1csc(N)n1,2
CCC1(CCC(C)C)C(=O)N=C([O-])NC1=O.[Na+],4
COc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1.Cl,2
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CS[C@H]12)c1csc(N)n1,2
CCCCC[C@@](C)(O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,2
CC(=O)/N=c1/sccn1CC(O)c1cccs1,2
CC1=C(c2ccc(O)cc2)[C@H](c2ccc(OCCN3CCCCC3)cc2)Oc2cc(O)ccc21.Cl,2
COCC(=O)Nc1ccc(/N=C(/C)N(C)C)cc1,2
C[N+]1(CC2CC2)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-],3
COC(=O)CCC[N+](C)(C)C.[Cl-],2
CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)Cc1cnc(C)nc1N,2
CCCCCCCCCCCCCCCC[N+](C)(C)C1CCCCC1O.[Cl-],2
CC(C)(C)CCC#C[C@@H]1C[C@H]1c1c[nH]cn1.O=C(O)/C=C\C(=O)O,1
CC[N+]1(C)CCC(OC(=O)C(c2ccccc2)C2CCCC2)C1.[Br-],2
O=S(=O)(c1ccc(NC(CC(c2ccccc2)S(=O)(=O)[O-])S(=O)(=O)[O-])cc1)c1ccc(NC(CC(c2ccccc2)S(=O)(=O)[O-])S(=O)(=O)[O-])cc1.[Na+].[Na+].[Na+].[Na+],2
CC(=O)C(=O)N[C@@H]1/C=C(C)/C=C/[C@@H](OC(=O)N2CCN(C)CC2)C/C=C(C)/C=C/[C@@H](O)C[C@H]2OC(=O)[C@]1(C)C(=O)[C@@H]2C,2
CO[C@@H](C)[C@H]1C[C@H](C)[C@H]([C@@H](C)/C=C/[C@@H]2CC[C@@H](C)[C@H](/C(=C/[C@H]3CCC[C@@H](C)[C@@H]3[C@H](C)C(=O)C3=C(O)COC3=O)CO)O2)O1,2
N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1.Nc1ccc(P(=O)(O)O)cc1.Nc1ccc(P(=O)(O)O)cc1,1
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=CCS[C@H]12)c1csc(NC(=O)[C@H](C)N)n1,2
COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC.Cl,2
CC[N+]1(CC)CCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-],2
C[N+](C)([O-])CC/C=C1\c2ccccc2C=Cc2c(Cl)cccc21,2
CCN(CC)CCCNCc1cc(Cl)c2cccnc2c1O.Cl,3
CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1.Cl,3
COS(=O)(=O)[O-].C[N+]1(C)CCCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1,2
C[N+](C)(C)CCOC(Cc1ccccc1)c1ccccc1.[Br-],2
CC[N+](C)(CC)CCOC(C)(c1ccccc1)C1CC2C=CC1C2.[Br-],2
Nc1ncc(/C(=N/OC2CCNC2=O)C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(C[n+]4ccccc4)CS[C@H]23)s1,2
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C/Sc3n[nH]c(=O)c(=O)n3CC=O)CS[C@H]12)c1csc(N)n1,2
CN(C)C(=O)Oc1ccc[n+](Cc2ccccc2)c1.[Br-],2
C[C@]12CC[C@H]([N+]3(C)CCCC3)CC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CCC[N+]2(C)C.[I-].[I-],2
CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1.[Br-],2
O.O.O.O.O.O=C(Nc1ccc(C(=O)[O-])c(O)c1)c1ccccc1.O=C(Nc1ccc(C(=O)[O-])c(O)c1)c1ccccc1.[Ca+2],2
C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCCC1.[I-],2
CCC(C(=O)OCCOCCN(CC)CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,1
C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCC1.[Br-],2
CN1CCN(C(=O)/C=C2/c3ccccc3NC(=O)c3ccccc32)CC1,2
COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1.Cl,4
Clc1ccc(OCCO/C(=C\n2ccnc2)c2ccc(Cl)cc2Cl)cc1,2
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(O)(C(F)(F)F)C(F)(F)F)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,2
CN(C)c1ccc(/C=C/c2scc(-c3ccc(-c4ccccc4)cc3)[n+]2C)cc1.[I-],2
CC(O/N=C1\c2ncncc2-c2cc(Br)cc(Br)c21)C(=O)NCCN(C)C,2
CC[N+](C)(C)Cc1cccc(OC)c1.Cc1ccc(S(=O)(=O)[O-])cc1,2
CCCCOc1ccc(C[N+]2(C)[C@@H]3CC[C@H]2C[C@H](OC(=O)C(CO)c2ccccc2)C3)cc1.[Br-],2
C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C.[Na+],2
O=S(=O)([O-])c1cc(O)ccc1O.O=S(=O)([O-])c1cc(O)ccc1O.[Ca+2],3
Cc1cccc([C@H](C)c2c[nH]cn2)c1C.Cl,4
CCCCCCCCCCCC[N+](C)(C)CCOc1ccc(Cl)cc1.[Br-],2
O=C([O-])CC1(CO)CCCCC1.[Na+],2
CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1.[Br-],2
C[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCC1.[I-],2
CCNC(C)Cc1cccc(C(F)(F)F)c1.Cl,4
C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)C1CCCCC1)C2.[Br-],2
COc1ccc2c(c1)/C(=C\CCN(C)C)c1ccccc1O2,2
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,1
Clc1ccc([I+]c2ccc(Cl)cc2Cl)c(Cl)c1.[Cl-],2
N/N=c1/ccc(C(N)=O)n[nH]1,2
[Cl-].[Cl-].c1ccc2c[n+](CCCCCCCCCCCCCCCC[n+]3ccc4ccccc4c3)ccc2c1,2
C[N+](C)(C)CCOC(=O)NCCCCCCNC(=O)OCC[N+](C)(C)C.[Br-].[Br-],2
CCOC(=O)/C=C1\S[C@H](N2CCCCC2)C(=O)N1C,2
CC1CCCC(C(=O)OCC[N+](C)(C)C)[N+]1(C)C.[I-].[I-],2
CCCCCC(C)(O)/C=C/C1CCC(=O)[C@@H]1CCCCCCC(=O)O,2
CC[N+](C)(CC)CCOC(=O)C1CCCC(C)[N+]1(C)C.[I-].[I-],2
CNC(=O)c1c(I)c(NC(C)=O)c([125I])c(C(=O)[O-])c1[125I].[Na+],4
C[C@]12CCC(=O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)COC(=O)CCC(=O)[O-])CC[C@@H]12.[Na+],2
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)c2cccs2)C1.[Br-],2
CC(=O)[O-].CCCCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,2
CCC(=O)Nc1c(I)c(NC(=O)CC)c(I)c(C(=O)[O-])c1I.[Na+],2
O=S(=O)([O-])c1cc(O)c2c(/N=N/c3ccc(Nc4ccccc4)c4c(S(=O)(=O)[O-])cccc34)cc(S(=O)(=O)[O-])cc2c1.[Na+].[Na+].[Na+],2
COS(=O)(=O)[O-].COS(=O)(=O)[O-].COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCCCCCCCCC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,2
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N/OC)[C@H](C)[C@@H](O)[C@]1(C)O,2
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,2
Cc1ccc(C(C)C)c(OCC[N+](C)(C)CCCCCCCCCC[N+](C)(C)CCOc2cc(C)ccc2C(C)C)c1.[Br-].[Br-],2
Cc1nc2ccccc2n1CC1CCN(C(=O)/C=C(/c2ccccc2)c2ccc(/N=N/c3ccc(O)c(C(=O)O)c3)cc2)CC1,2
C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O=P(=O)O.O=P(=O)O.O=P(=O)O.O=P(=O)[O-].[Na+],2
C/C=C/C1O[C@]2(C(=O)COC(=O)c3cccnc3)CC[C@@]3(O1)[C@@H]1CCC4=CC(=O)CC[C@]4(C)[C@H]1[C@@H](O)C[C@]23C,2
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCCCCCC(=O)N(C)CCS(=O)(=O)[O-])[C@@]2(C)C=CC(=O)C=C12.[Na+],2
CN(CC[N+]1(C)CCCC1)C(=O)C(O)(c1ccccc1)c1cccs1.[Br-],2
CCOc1ccccc1OCC1CNCCO1.Cl,4
CC(C)C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(c1ccccc1)C1CCCC1)C2.[Br-],2
NC(=N/Cl)/N=N/C(N)=N\Cl,2
O=C(/C=C/c1ccc2c(c1)OCO2)N1CCN(CC(=O)N2CCCC2)CC1,2
O=[N+]([O-])c1ccc(/C=[N+](/[O-])CCO)o1,2
Cc1cc(OCCC[N+](C)(C)Cc2ccc(Br)cc2)c(C(C)C)cc1Cl.[Cl-],2
C/C=C/C(=O)N(CCC)C(CC)C(=O)N(C)C,2
O=C(N/N=C/C=C/c1ccc([N+](=O)[O-])o1)c1ccc([N+](=O)[O-])s1,2
C/C=C(\C)c1ccc(OC(C)=O)cc1,2
C/C(=C(/CCOC(=O)c1ccccc1)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,2
O=C1CN(/N=C/C=C/c2ccc([N+](=O)[O-])o2)C(=O)N1CO,2
CCC1(C2=CCCCC2)C(=O)[N-]C(=O)NC1=O.CCC1(C2=CCCCC2)C(=O)[N-]C(=O)NC1=O.[Ca+2],4
CCCCCCCC/C=C/CCCCCCCCN.F,2
CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.[Br-],2
CCCCCCCCCCCCCCCCCCN(CCO)CCCN(CCO)CCO.F.F,2
COc1cc(NC(C)CCCN/C(C)=C2\CCOC2=O)c2ncccc2c1,2
CC(=O)OC(C)C(=O)OCC[N+](C)(C)C.CC(=O)OC(C)C(=O)OCC[N+](C)(C)C.O=S(=O)([O-])c1cccc2c(S(=O)(=O)[O-])cccc12,2
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-],2
C/C=C/C=N\NC(=O)c1ccncc1,2
C/C(=C1\CCOC(=O)S1)N(C=O)Cc1cnc(C)nc1N,2
COc1ccc(C(=O)/C(Br)=C\C(=O)O)cc1,2
O=C1CN(/N=C/c2ccc(-c3ccc(Cl)c(Cl)c3)o2)C(=O)N1,2
CCCCCCCCCCCC(=O)N(C)CC[N+](C)(C)CC(=O)Nc1ccccc1.[Cl-],2
Cc1cc(O)c(C(C)C)cc1/N=N/c1ccc(S(=O)(=O)c2ccc(/N=N/c3cc(C(C)C)c(O)cc3C)cc2)cc1,2
N=C(/N=C(/N)NP(=O)(O)O)NCc1ccccc1,2
CC(=O)O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,4
COS(=O)(=O)[O-].C[N+]1(CCC(C2=CCCCC2)c2ccccc2)CCCCC1,2
CC(C)(Oc1ccc(Cl)cc1)C(=O)[O-].CC(C)(Oc1ccc(Cl)cc1)C(=O)[O-].[Ca+2],2
CCCC[N+](C)(C)c1c(C)n(C)n(-c2ccccc2)c1=O.[I-],2
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)[O-])C(=O)OC2.[Na+],4
CCN(CC)CCO/N=C(/c1ccco1)c1ccc(OC)c(Cl)c1Cl,2
CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,2
C1CNCCN1.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,2
CCCCCCCCCC[N+](C)(C)CCOC(=O)C12CC3CC(CC(C3)C1)C2.[Br-],2
COS(=O)(=O)[O-].COc1cc(N)cn[n+]1-c1ccccc1,2
O=C(CCBr)N1CC[N+]2(CC1)CC[N+]1(CCN(C(=O)CCBr)CC1)CC2.[Cl-].[Cl-],2
Cc1nc(=O)cc(/C=C/c2ccc([N+](=O)[O-])o2)[nH]1,2
CC[N+](CC)(CCOc1ccc(CC(C)(C)CC(C)C)cc1)Cc1ccccc1.[Cl-],2
Clc1ccc(/C(=C/c2ccc(Cl)cc2Cl)Cn2ccnc2)cc1,2
CN1CC(=O)N/C1=N\P(=O)(O)O,2
