molregno,chembl_id,max_phase,canonical_smiles,standard_inchi_key,mw_freebase,molecular_weight,alogp,hba,hbd,psa,rtb,num_ro5_violations,aromatic_rings,heavy_atoms,qed_weighted,np_likeness_score,natural_product,prodrug,ro3_pass,oral,parenteral,topical
97,CHEMBL2,4,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,IENZQIKPVFGBNW-UHFFFAOYSA-N,383.41,383.41,1.78,8,1,106.95,4,0,3,28,0.73,-1.29,1,0,N,1,0,0
115,CHEMBL3,4,CN1CCC[C@H]1c1cccnc1,SNICXCGAKADSCV-JTQLQIEISA-N,162.24,162.24,1.85,2,0,16.13,1,0,1,12,0.63,-0.41,1,0,Y,1,0,1
116,CHEMBL6200,1,c1cncc([C@@H]2CCCN2)c1,MYKUKUCHPMASKF-VIFPVBQESA-N,148.21,148.21,1.51,2,1,24.92,1,0,1,11,0.65,-0.09,1,0,Y,0,0,0
146,CHEMBL4,4,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,361.37,361.37,1.54,6,1,75.01,2,0,2,26,0.87,-0.21,0,0,N,1,1,1
147,CHEMBL5,4,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,232.24,232.24,1.42,4,1,72.19,2,0,2,17,0.85,-0.98,1,0,N,1,0,0
148,CHEMBL6246,2,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,AFSDNFLWKVMVRB-UHFFFAOYSA-N,302.19,302.19,1.31,8,4,141.34,0,0,4,22,0.22,1.07,1,0,N,0,0,0
154,CHEMBL204021,3,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCC2,WDPFJWLDPVQCAJ-UHFFFAOYSA-N,666.79,666.79,7.22,6,0,58.44,13,2,4,47,0.09,-1.74,0,0,N,0,0,0
173,CHEMBL6,4,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CGIGDMFJXJATDK-UHFFFAOYSA-N,357.79,357.79,3.93,4,1,68.53,4,0,3,25,0.77,-0.72,1,0,N,1,1,1
194,CHEMBL403,4,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,FKENQMMABCRJMK-RITPCOANSA-N,233.24,233.24,-0.79,4,1,91.75,1,0,0,15,0.6,0.77,1,0,N,0,1,0
205,CHEMBL6259,2,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,NOCJXYPHIIZEHN-UHFFFAOYSA-N,399.4,399.4,2.72,5,1,65.78,3,0,3,29,0.73,-1.08,0,0,N,0,0,0
207,CHEMBL404,4,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,LPQZKKCYTLCDGQ-WEDXCCLWSA-N,300.3,300.3,-1.52,7,1,122.46,3,0,1,20,0.67,-0.31,1,0,N,0,1,0
210,CHEMBL6273,2,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,XBJBPGROQZJDOJ-UHFFFAOYSA-N,369.34,369.34,1.7,5,1,65.78,4,0,2,26,0.89,-0.86,0,0,N,0,0,0
223,CHEMBL6209,2,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CC)c3c2F)C1,BAYYCLWCHFVRLV-UHFFFAOYSA-N,379.41,379.41,2.43,5,2,74.57,6,0,2,27,0.81,-0.8,0,0,N,0,0,0
237,CHEMBL6231,2,CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,RUXPNBWPIRDVTH-UHFFFAOYSA-N,334.35,334.35,0.76,6,2,77.81,3,0,2,24,0.86,-0.94,0,0,N,0,0,0
241,CHEMBL8,4,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,MYSWGUAQZAJSOK-UHFFFAOYSA-N,331.35,331.35,1.58,5,2,74.57,3,0,2,24,0.89,-0.72,0,0,N,1,1,1
246,CHEMBL9,4,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,OGJPXUAPXNRGGI-UHFFFAOYSA-N,319.34,319.34,1.27,5,2,74.57,3,0,2,23,0.89,-0.97,0,0,N,1,0,1
322,CHEMBL269538,1,COc1ccc2c(c1)[nH]c1c(C)nccc12,BXNJHAXVSOCGBA-UHFFFAOYSA-N,212.25,212.25,3.03,2,1,37.91,1,0,3,16,0.67,0.29,1,0,N,0,0,0
491,CHEMBL6318,2,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,JJKOTMDDZAJTGQ-DQSJHHFOSA-N,523.46,523.46,7.13,2,0,12.47,8,2,3,31,0.23,-0.83,0,0,N,0,0,0
543,CHEMBL405,4,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,135.21,135.21,1.58,1,1,26.02,2,0,1,10,0.65,-0.02,1,0,Y,1,0,0
556,CHEMBL6622,4,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],MOYKHGMNXAOIAT-JGWLITMVSA-N,236.14,236.14,-1.06,8,0,123.2,4,0,0,16,0.45,-0.02,1,1,N,1,0,1
573,CHEMBL6437,4,CN1CCN2c3ccccc3Cc3ccccc3C2C1,UEQUQVLFIPOEMF-UHFFFAOYSA-N,264.37,264.37,3.08,2,0,6.48,0,0,2,20,0.72,-0.64,1,0,N,0,0,0
592,CHEMBL6731,2,CC(N)Cc1ccc2c(c1)OCO2,NGBBVGZWCFBOGO-UHFFFAOYSA-N,179.22,179.22,1.31,3,1,44.48,2,0,1,13,0.74,0.28,1,0,Y,0,0,0
601,CHEMBL263881,2,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,VAYOSLLFUXYJDT-RDTXWAMCSA-N,323.44,323.44,2.91,2,1,39.34,3,0,2,24,0.94,0.63,1,0,N,0,0,0
605,CHEMBL11,4,CN(C)CCCN1c2ccccc2CCc2ccccc21,BCGWQEUPMDMJNV-UHFFFAOYSA-N,280.42,280.42,3.88,2,0,6.48,4,0,2,21,0.84,-0.77,1,0,N,1,1,0
619,CHEMBL406,4,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,NDDAHWYSQHTHNT-UHFFFAOYSA-N,365.84,365.84,2.08,4,2,92.5,3,0,2,24,0.87,-1.65,1,0,N,1,0,0
635,CHEMBL407,4,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,OFBIFZUFASYYRE-UHFFFAOYSA-N,303.29,303.29,1.77,5,0,64.43,2,0,2,22,0.79,-0.63,0,0,N,0,1,0
666,CHEMBL408,4,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,GXPHKUHSUJUWKP-UHFFFAOYSA-N,441.55,441.55,4.37,6,2,84.86,5,0,2,31,0.72,1.04,1,0,N,1,0,0
717,CHEMBL409,4,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,LKJPYSCBVHEWIU-UHFFFAOYSA-N,430.38,430.38,2.88,5,2,107.26,5,0,2,29,0.56,-1.64,0,0,N,1,0,0
721,CHEMBL12,4,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,284.75,284.75,3.15,2,0,32.67,1,0,2,20,0.79,-0.56,1,0,N,1,1,1
775,CHEMBL266979,2,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CC/C=C\CCC(=O)OC,CIBHDGPIOICRGX-ZQCHCGQNSA-N,380.53,380.53,3.73,5,2,83.83,12,0,0,27,0.4,1.74,1,0,N,0,0,0
789,CHEMBL13,4,COCCc1ccc(OCC(O)CNC(C)C)cc1,IUBSYMUCCVWXPE-UHFFFAOYSA-N,267.37,267.37,1.61,4,2,50.72,9,0,1,19,0.71,-0.38,1,0,N,1,1,0
793,CHEMBL6378,2,CC1c2ccccc2CN1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,BHUKYXOYJMLRAK-UHFFFAOYSA-N,365.84,365.84,2.21,4,2,92.5,3,0,2,24,0.87,-1.49,0,0,N,0,0,0
822,CHEMBL266195,2,C=CCc1ccccc1OCC(O)CNC(C)C,PAZJSJFMUHDSTF-UHFFFAOYSA-N,249.35,249.35,2.15,3,2,41.49,8,0,1,18,0.69,-0.24,1,0,N,0,0,0
839,CHEMBL538393,2,CN(C)C1(C)C2CCC(C2)C1(C)C,QEYHZXNEIGHKAV-UHFFFAOYSA-N,181.32,181.32,2.76,1,0,3.24,1,0,0,13,0.6,0.67,0,0,Y,0,0,0
853,CHEMBL7301,3,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1,AKJHMTWEGVYYSE-FXILSDISSA-N,391.56,391.56,6.86,2,2,49.33,6,1,1,29,0.32,1.4,1,0,N,0,0,0
860,CHEMBL411,4,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,RGLYKWWBQGJZGM-ISLYRVAYSA-N,268.36,268.36,4.83,2,2,40.46,4,0,2,20,0.78,0.24,1,0,N,1,1,1
880,CHEMBL267936,4,CNC1(C)C2CCC(C2)C1(C)C,IMYZQPCYWPFTAG-UHFFFAOYSA-N,167.3,167.3,2.42,1,1,12.03,1,0,0,12,0.63,1.56,1,0,Y,1,0,0
892,CHEMBL14,4,C[N+](C)(C)CCOC(N)=O.[Cl-],AIXAANGOTKPUOY-UHFFFAOYSA-N,147.2,182.65,-0.21,2,1,52.32,3,0,0,10,0.56,1,1,0,Y,0,1,0
921,CHEMBL16,4,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,CXOFVDLJLONNDW-UHFFFAOYSA-N,252.27,252.27,1.77,2,2,58.2,2,0,2,19,0.8,-0.27,1,0,Y,1,1,0
923,CHEMBL413,4,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,QFJCIRLUMZQUOT-HPLJOQBZSA-N,914.19,914.19,6.18,13,3,195.43,6,3,0,65,0.16,1.94,1,0,N,1,1,1
924,CHEMBL269732,4,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,QJJXYPPXXYFBGM-LFZNUXCKSA-N,804.03,804.03,4.64,12,3,178.36,7,2,0,57,0.18,1.42,1,0,N,1,1,1
941,CHEMBL414,2,NS(=O)(=O)c1ccc(C(=O)O)cc1,UCAGLBKTLXCODC-UHFFFAOYSA-N,201.2,201.2,0.03,3,2,97.46,2,0,1,13,0.7,-1.06,1,0,N,0,0,0
996,CHEMBL415,4,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,GDLIGKIOYRNHDA-UHFFFAOYSA-N,314.86,314.86,4.53,2,0,6.48,4,0,2,22,0.82,-1.09,1,0,N,1,0,0
1009,CHEMBL7010,2,CCNC1C2CCC(C2)C1c1ccccc1,IKFBPFGUINLYQI-UHFFFAOYSA-N,215.34,215.34,3.18,1,1,12.03,3,0,1,16,0.82,0.41,1,0,N,0,0,0
1022,CHEMBL7303,-1,COC(=O)C1=CCCN(C)C1,HJJPJSXJAXAIPN-UHFFFAOYSA-N,155.2,155.2,0.42,3,0,29.54,1,0,0,11,0.51,0.79,1,0,Y,0,0,0
1063,CHEMBL416,4,COc1c2occc2cc2ccc(=O)oc12,QXKHYNVANLEOEG-UHFFFAOYSA-N,216.19,216.19,2.55,4,0,52.58,1,0,3,16,0.59,1.26,1,0,N,1,1,1
1085,CHEMBL17,4,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,GJQPMPFPNINLKP-UHFFFAOYSA-N,305.16,305.16,0.29,4,2,120.32,2,0,1,16,0.82,-1.56,1,0,N,1,0,0
1090,CHEMBL6607,2,COc1cc(CC(C)N)c(OC)cc1Br,FXMWUTGUCAKGQL-UHFFFAOYSA-N,274.16,274.16,2.36,3,1,44.48,4,0,1,15,0.92,0.09,1,0,N,0,0,0
1096,CHEMBL18,4,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,OUZWUKMCLIBBOG-UHFFFAOYSA-N,258.32,258.32,1.34,5,1,82.28,3,0,2,16,0.9,-2.07,1,0,N,1,0,0
1114,CHEMBL417,4,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,AOJJSUZBOXZQNB-VTZDEGQISA-N,543.53,543.53,0,12,6,206.07,5,3,2,39,0.24,1.81,1,0,N,0,1,0
1124,CHEMBL19,4,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,FLOSMHQXBMRNHR-QPJJXVBHSA-N,236.28,236.28,-1.42,6,1,107.41,1,0,1,14,0.64,-1.87,1,0,N,1,0,0
1125,CHEMBL20,4,CC(=O)Nc1nnc(S(N)(=O)=O)s1,BZKPWHYZMXOIDC-UHFFFAOYSA-N,222.25,222.25,-0.86,6,2,115.04,2,0,1,13,0.63,-2.49,1,0,N,1,1,0
1148,CHEMBL419,4,NCc1ccc(S(N)(=O)=O)cc1,TYMRLRRVMHJFTF-UHFFFAOYSA-N,186.24,186.24,-0.21,3,2,86.18,2,0,1,12,0.67,-1.14,1,0,N,0,0,1
1159,CHEMBL21,4,Nc1ccc(S(N)(=O)=O)cc1,FDDDEECHVMSUSB-UHFFFAOYSA-N,172.21,172.21,-0.08,3,2,86.18,1,0,1,11,0.58,-1.27,0,0,N,0,0,1
1202,CHEMBL420,4,N=C(N)N/N=C/c1c(Cl)cccc1Cl,WDZVGELJXXEGPV-YIXHJXPBSA-N,231.09,231.09,1.81,2,3,74.26,2,0,1,14,0.41,-1.54,1,0,N,1,0,0
1216,CHEMBL22,4,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,IEDVJHCEMCRBQM-UHFFFAOYSA-N,290.32,290.32,1.26,7,2,105.51,5,0,2,21,0.85,0.07,1,0,N,1,1,1
1219,CHEMBL6966,4,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,SGTNSNPWRIOYBX-UHFFFAOYSA-N,454.61,454.61,5.09,6,0,63.95,13,1,2,33,0.42,-0.07,1,0,N,1,1,0
1223,CHEMBL421,4,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,NCEXYHBECQHGNR-QZQOTICOSA-N,398.4,398.4,3.7,7,3,141.31,6,0,3,28,0.54,-1.07,1,0,N,1,0,0
1256,CHEMBL6466,4,O=c1ccc2ccccc2o1,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,146.14,146.14,1.79,2,0,30.21,0,0,2,11,0.53,0.23,1,0,Y,0,0,0
1278,CHEMBL23,4,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,HSUGRBWQSSZJOP-RTWAWAEBSA-N,414.53,414.53,3.37,6,0,59.08,6,0,2,29,0.68,-0.13,1,0,N,1,1,0
1279,CHEMBL24,4,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,METKIMKYRPQLGS-UHFFFAOYSA-N,266.34,266.34,0.45,4,3,84.58,8,0,1,19,0.64,-0.62,1,0,N,1,1,0
1280,CHEMBL25,4,CC(=O)Oc1ccccc1C(=O)O,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,180.16,180.16,1.31,3,1,63.6,2,0,1,13,0.55,0.12,1,0,N,1,0,0
1325,CHEMBL422,4,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,ZEWQUBUPAILYHI-UHFFFAOYSA-N,407.51,407.51,4.95,4,0,9.72,4,0,2,28,0.71,-1.51,0,0,N,1,1,0
1333,CHEMBL26,3,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,BGRJTUBHPOOWDU-UHFFFAOYSA-N,341.43,341.43,0.56,5,2,101.73,6,0,1,23,0.79,-1.62,1,0,N,0,0,0
1354,CHEMBL423,4,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,NWIUTZDMDHAVTP-UHFFFAOYSA-N,307.43,307.43,2.39,4,2,50.72,11,0,1,22,0.62,-0.56,1,0,N,1,0,1
1362,CHEMBL424,3,O=C(O)c1ccccc1O,YGSDEFSMJLZEOE-UHFFFAOYSA-N,138.12,138.12,1.09,2,2,57.53,1,0,1,10,0.61,0.14,1,0,Y,0,0,0
1369,CHEMBL425,4,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,QQBDLJCYGRGAKP-FOCLMDBBSA-N,302.24,302.24,2.91,6,4,139.78,4,0,2,22,0.64,-0.1,1,1,N,1,0,0
1370,CHEMBL27,4,CC(C)NCC(O)COc1cccc2ccccc12,AQHHHDLHHXJYJD-UHFFFAOYSA-N,259.35,259.35,2.58,3,2,41.49,6,0,2,19,0.84,-0.47,1,0,N,1,1,0
1380,CHEMBL6995,4,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,DURULFYMVIFBIR-UHFFFAOYSA-N,266.34,266.34,1.38,4,3,70.59,7,0,1,19,0.7,-0.91,1,0,N,0,0,0
1470,CHEMBL427,4,CN(CCCl)CCCl,HAWPXGHAZFHHAD-UHFFFAOYSA-N,156.06,156.06,1.4,1,0,3.24,4,0,0,8,0.56,-0.71,1,0,N,0,1,1
1529,CHEMBL7002,2,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,YZFWTZACSRHJQD-UHFFFAOYSA-N,333.45,333.45,3.93,4,1,55.4,5,0,1,23,0.89,0.29,1,0,N,0,0,0
1560,CHEMBL267447,1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](C)[C@@H](C)[C@@H]3O,NIDRYBLTWYFCFV-FMTVUPSXSA-N,370.45,370.45,4.38,5,1,68.9,2,0,2,27,0.79,2.4,1,0,N,0,0,0
1615,CHEMBL29,4,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,JGSARLDLIJGVTE-MBNYWOFBSA-N,334.4,334.4,0.86,4,2,86.71,4,0,1,23,0.8,0.34,1,0,N,1,1,0
1616,CHEMBL428,4,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,WVPSKSLAZQPAKQ-CDMJZVDBSA-N,416.36,416.36,1.89,6,2,101.45,3,0,3,30,0.68,-0.78,0,0,N,1,0,0
1620,CHEMBL30,4,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,AQIXAKUUQRKLND-UHFFFAOYSA-N,252.35,252.35,0.6,4,3,88.89,5,0,1,17,0.23,-1.18,1,0,N,1,1,0
1712,CHEMBL31,4,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,XUBOMFCQGDBHNK-UHFFFAOYSA-N,375.4,375.4,1.98,6,2,83.8,4,0,2,27,0.85,-0.22,0,0,N,1,1,1
1763,CHEMBL269277,1,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,QGJZLNKBHJESQX-FZFNOLFKSA-N,456.71,456.71,7.09,2,2,57.53,2,1,0,33,0.44,3.07,1,0,N,0,0,0
1785,CHEMBL429,4,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,SGUAFYQXFOLMHL-UHFFFAOYSA-N,328.41,328.41,2.14,4,4,95.58,8,0,2,24,0.6,-0.21,1,0,N,1,1,0
1788,CHEMBL32,4,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,FABPRXSRWADJSP-MEDUHNTESA-N,401.44,401.44,2.37,6,2,83.8,4,0,2,29,0.82,0.08,0,0,N,1,1,1
1795,CHEMBL33,4,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,GSDSWSVVBLHKDQ-JTQLQIEISA-N,361.37,361.37,1.54,6,1,75.01,2,0,2,26,0.87,-0.21,0,0,N,1,1,1
1823,CHEMBL7467,2,CC(C)(CNC(N)=O)NCC(O)COC(=O)c1ccccc1F,ZPLOQFLCMVIWRY-UHFFFAOYSA-N,327.36,327.36,0.38,5,4,113.68,8,0,1,23,0.52,-0.94,0,0,N,0,0,0
1853,CHEMBL430,4,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,ZRCVYEYHRGVLOC-HYARGMPZSA-N,389.39,389.39,0.97,8,2,123.04,5,0,2,28,0.73,-0.47,0,0,N,1,0,0
1915,CHEMBL7492,2,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,VJXSSYDSOJBUAV-UHFFFAOYSA-N,325.37,325.37,2.11,7,2,109.17,4,0,3,24,0.76,-0.23,1,0,N,0,0,0
1967,CHEMBL431,4,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,HRWCVUIFMSZDJS-SZMVWBNQSA-N,466.63,466.63,2.39,7,2,95.94,9,0,1,31,0.54,-0.12,1,1,N,1,0,0
1991,CHEMBL433,4,CCCC(CCC)C(=O)[O-].[Na+],AEQFSUDEHCCHBT-UHFFFAOYSA-M,144.21,166.2,2.29,1,1,37.3,5,0,0,10,0.64,0.38,1,0,N,0,1,0
1994,CHEMBL434,4,CC(C)NCC(O)c1ccc(O)c(O)c1,JWZZKOKVBUJMES-UHFFFAOYSA-N,211.26,211.26,1.13,4,4,72.72,4,0,1,15,0.56,0.5,1,0,N,0,1,1
2029,CHEMBL266497,3,O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1,LXANPKRCLVQAOG-NSHDSACASA-N,236.2,236.2,0.64,3,2,67.43,0,0,1,17,0.65,-0.49,0,0,N,0,0,0
2045,CHEMBL435,4,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,JZUFKLXOESDKRF-UHFFFAOYSA-N,297.75,297.75,-0.35,5,3,118.36,1,0,1,17,0.65,-1.23,1,0,N,1,0,0
2046,CHEMBL35,4,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,330.75,330.75,1.89,5,3,122.63,5,0,2,21,0.77,-1.77,1,0,N,1,1,0
2067,CHEMBL404519,2,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,YJEJKUQEXFSVCJ-WRFMNRASSA-N,584.84,584.84,8.14,4,2,100.9,6,2,0,42,0.24,2.69,1,0,N,0,0,0
2080,CHEMBL36,4,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,WKSAUQYGYAYLPV-UHFFFAOYSA-N,248.72,248.72,2.52,4,2,77.82,2,0,2,17,0.86,-0.93,1,0,N,1,0,0
2084,CHEMBL436,4,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,LUBHDINQXIHVLS-UHFFFAOYSA-N,357.35,357.35,3.56,3,1,49.77,4,0,2,24,0.85,-0.14,0,0,N,0,0,0
2095,CHEMBL437,4,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,JNMRHUJNCSQMMB-UHFFFAOYSA-N,255.32,255.32,1.53,5,2,85.08,3,0,2,16,0.81,-2.09,1,0,N,0,0,1
2124,CHEMBL7679,2,O=C(O)Cc1nn(Cc2ccc(Br)cc2F)c(=O)c2ccccc12,LKBFFDOJUKLQNY-UHFFFAOYSA-N,391.2,391.2,2.97,4,1,72.19,4,0,3,24,0.74,-1.6,0,0,N,0,0,0
2130,CHEMBL438,4,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,QPPBRPIAZZHUNT-UHFFFAOYSA-N,264.31,264.31,1.17,5,2,97.97,3,0,2,18,0.81,-1.71,1,0,N,1,0,0
2131,CHEMBL439,4,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,SEEPANYCNGTZFQ-UHFFFAOYSA-N,250.28,250.28,0.86,5,2,97.97,3,0,2,17,0.79,-1.65,1,0,N,1,1,1
2132,CHEMBL440,4,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,XLOMZPUITCYLMJ-UHFFFAOYSA-N,254.35,254.35,1.52,3,2,58.2,5,0,0,17,0.44,0.3,1,0,N,0,1,0
2166,CHEMBL441,4,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,IUJDSEJGGMCXSG-UHFFFAOYSA-N,242.34,242.34,1.35,3,2,58.2,4,0,0,16,0.58,0.02,1,0,N,0,0,1
2198,CHEMBL268164,4,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,WTYGAUXICFETTC-UHFFFAOYSA-N,236.27,236.27,1.25,3,2,75.27,2,0,0,17,0.56,0.47,1,0,N,0,0,0
2203,CHEMBL442,4,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,XCGSFFUVFURLIX-VFGNJEKYSA-N,581.67,581.67,1.99,6,3,118.21,4,1,3,43,0.43,0.96,1,0,N,1,0,1
2208,CHEMBL38,4,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,SHGAZHPCJJPHSC-YCNIQYBTSA-N,300.44,300.44,5.6,1,1,37.3,5,1,0,22,0.53,2.31,1,0,N,1,0,1
2214,CHEMBL39,3,NCCc1c[nH]c2ccc(O)cc12,QZAYGJVTTNCVMB-UHFFFAOYSA-N,176.22,176.22,1.37,2,3,62.04,2,0,2,13,0.65,0.64,1,0,N,0,0,0
2216,CHEMBL7413,4,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,NZXKDOXHBHYTKP-UHFFFAOYSA-N,262.31,262.31,1.31,3,1,66.48,3,0,0,19,0.47,0.36,1,0,N,0,1,0
2217,CHEMBL40,4,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,DDBREPKUVSBGFI-UHFFFAOYSA-N,232.24,232.24,0.7,3,2,75.27,2,0,1,17,0.74,0.07,1,0,N,0,1,0
2223,CHEMBL41,4,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,309.33,309.33,4.44,2,1,21.26,6,0,2,22,0.85,-0.35,0,0,N,1,0,0
