molregno,chembl_id,max_phase,canonical_smiles,standard_inchi_key,mw_freebase,molecular_weight,alogp,hba,hbd,psa,rtb,num_ro5_violations,aromatic_rings,heavy_atoms,qed_weighted,np_likeness_score,natural_product,prodrug,ro3_pass,oral,parenteral,topical
1380041,CHEMBL2107771,3,C[C@H](NCc1ccc(OCc2ccccc2F)cc1)C(N)=O,BHJIBOFHEFDSAU-LBPRGKRZSA-N,302.35,302.35,2.37,3,2,64.35,7,0,2,22,0.83,-1.4,0,0,N,0,0,0
1380042,CHEMBL2107772,2,C[C@@H](c1ccc(-c2ccccc2)c(F)c1)c1cc(NC(=N)N2CCOCC2)on1,MYTIJGWONQOOLC-HNNXBMFYSA-N,394.45,394.45,4.31,4,2,74.38,4,0,3,29,0.51,-1.2,0,0,N,0,0,0
1380043,CHEMBL2107773,3,Cc1cc(OCC(=O)O)c(C)cc1CCN[C@@H](C)[C@H](O)c1ccc(O)cc1,VMMYRRFPMAGXNP-BTYIYWSLSA-N,373.45,373.45,2.73,5,4,99.02,9,0,2,27,0.54,-0.06,1,0,N,0,0,0
1380044,CHEMBL2107774,2,CCc1ccc(Nc2c(F)c(F)cc(F)c2F)c(CC(=O)O)c1,ZEXGDYFACFXQPF-UHFFFAOYSA-N,327.28,327.28,4.18,2,2,49.33,5,0,2,23,0.64,-0.76,0,0,N,0,0,0
1380046,CHEMBL2107776,2,O=C(O)CCCNC(=O)c1ccc(Cl)cc1O,GCVGCXMTCJMBHY-UHFFFAOYSA-N,257.67,257.67,1.64,3,3,86.63,5,0,1,17,0.7,-0.73,0,0,N,0,0,0
1380047,CHEMBL2107777,3,CCOc1ccc2c(c1)[C@]1(CC[C@H](CCN3CCOCC3)CC1)C(=O)N2S(=O)(=O)c1ccc(C(=O)NC(C)(C)C)cc1OC,CDSBFDCCJJDFCV-CKZSCMLPSA-N,627.8,627.8,4.51,8,1,114.48,9,1,2,44,0.43,-0.95,0,0,N,0,0,0
1380048,CHEMBL2107778,2,C=C1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(O)C(C)=O,SFLXYFZGKSGFKA-XUDSTZEESA-N,328.45,328.45,3.61,3,1,54.37,1,0,0,24,0.75,2.27,1,0,N,0,0,0
1380049,CHEMBL2107779,2,C/C(=N\NC(=N)N)c1cc(NC(=O)CCCCCCCCC(=O)Nc2cc(/C(C)=N/NC(=N)N)cc(/C(C)=N/NC(=N)N)c2)cc(/C(C)=N/NC(=N)N)c1,PWDYHMBTPGXCSN-VCBMUGGBSA-N,744.91,744.91,2.21,10,14,355.24,19,2,2,54,0.04,-0.47,1,0,N,0,0,0
1380051,CHEMBL2107781,-1,O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-].[Na+].[Na+],HELHAJAZNSDZJO-OLXYHTOASA-L,194.05,194.05,,,,,,,,,,,1,0,,0,0,0
1380053,CHEMBL2107783,2,O=C(O)COc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)c1,MFFBXYNKZHTCEY-UHFFFAOYSA-N,478.53,478.53,3.12,7,1,114.62,10,0,4,34,0.37,-2.14,1,0,N,0,0,0
1380054,CHEMBL2107784,3,COc1cccc2c1c(O)c(C(=O)N(C)c1ccc(C(F)(F)F)cc1)c(=O)n2C,ONDYALNGTUAJDX-UHFFFAOYSA-N,406.36,406.36,3.55,5,1,71.77,3,0,3,29,0.72,-0.81,0,0,N,0,0,0
1380055,CHEMBL2107785,-1,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Ca+2],FGHWDPOUOIKHKK-XQOMDNQHSA-L,436.59,911.24,4.11,5,3,104.06,10,0,0,31,0.45,1.96,1,0,N,0,0,0
1380056,CHEMBL2107786,3,Cc1ccc2c(c1CCC(=O)O)CC[C@@H](NS(=O)(=O)c1ccc(Cl)cc1)C2,HWEOXFSBSQIWSY-MRXNPFEDSA-N,407.92,407.92,3.5,3,2,83.47,6,0,2,27,0.77,-0.74,0,0,N,0,0,0
1380057,CHEMBL2107787,3,CC(=O)O[C@@]12CO[C@@H]1CC[C@@]1(C)[C@@H]3O[C@H](CN(C)C)O[C@@H]3C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ncccc4F)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,MODVSQKJJIBWPZ-VLLPJHQWSA-N,881.99,881.99,4.56,15,3,201.51,10,2,2,63,0.17,1.24,0,0,N,0,0,0
1380060,CHEMBL2107790,2,CC(O)(CNC(=O)C(F)(F)F)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,YCNCRLKXSLARFT-UHFFFAOYSA-N,403.24,403.24,1.98,5,3,121.57,5,0,1,27,0.39,-1.05,0,0,N,0,0,0
1380062,CHEMBL2107792,2,CCN(CC)CCOC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1)NC(=O)c1c(C)cccc1Cl,VZVNFRFMDNFPOM-VWLOTQADSA-N,604.96,604.96,6.43,5,2,87.74,12,2,3,40,0.23,-1,0,0,N,0,0,0
1380063,CHEMBL2107793,2,CC[C@@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,XBMIVRRWGCYBTQ-XMSQKQJNSA-N,353.51,353.51,4.65,3,0,29.54,8,0,2,26,0.65,0.13,1,0,N,0,0,0
1380064,CHEMBL2107794,2,CC[N+]1(CCCOC(=O)[C@H]2[C@H](c3ccccc3)[C@H](C(=O)OCCC[N+]3(CC)CCCCC3)[C@H]2c2ccccc2)CCCCC1.[I-].[I-],QQNIYTXGJWGMKM-NPVZBUBESA-L,604.88,858.68,6.71,4,0,52.6,14,2,2,44,0.14,0.07,0,0,N,0,0,0
1380066,CHEMBL2107796,2,C=C(CN(C)C)[C@](Cc1ccccc1)(OC(=O)CC)c1ccccc1,QNYRJYLGBCLNFA-QFIPXVFZSA-N,337.46,337.46,4.2,3,0,29.54,8,0,2,25,0.53,-0.05,0,0,N,0,0,0
1380067,CHEMBL2107797,4,C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,WWYNJERNGUHSAO-CULCCENASA-N,312.45,312.45,3.88,2,1,37.3,1,0,0,23,0.75,1.84,1,0,N,1,0,0
1380069,CHEMBL2107799,4,CC(C)(C)n1ncc(OCc2ccc(COCC[18F])cc2)c(Cl)c1=O,RMXZKEPDYBTFOS-LRFGSCOBSA-N,368.84,367.84,3.72,5,0,53.35,7,0,2,25,0.7,-1.08,0,0,N,0,1,0
1380070,CHEMBL2107800,2,CCCCCCCCCCCCSCC(COP(=O)(O)OC[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O)OCCCCCCCCCC,LBBDGLOPGRGFDO-FKJRLRTPSA-N,740.91,740.91,6.61,11,4,169.54,30,3,1,49,0.05,0.51,0,0,N,0,0,0
1380071,CHEMBL2107801,2,COc1cccc(-c2nccc3[nH]c(=O)c(-c4noc(C)n4)cc23)c1,JQOFKKWHXGQABB-UHFFFAOYSA-N,334.34,334.34,2.96,6,1,93.9,3,0,4,25,0.62,-1.19,0,0,N,0,0,0
1380072,CHEMBL2107802,2,Cc1cc(S(C)(=O)=O)c(S(C)(=O)=O)cc1C(=O)NC(=N)N,GROMEQPXDKRRIE-UHFFFAOYSA-N,333.39,333.39,-0.57,6,3,147.25,3,0,1,21,0.5,-1.03,1,0,N,0,0,0
1380074,CHEMBL2107804,2,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2,MNJNPLVXBISNSX-WDNDVIMCSA-N,314.21,314.21,3.78,3,0,29.54,2,0,1,20,0.78,0.16,0,0,N,0,0,0
1380076,CHEMBL2107806,4,C=Cc1c(C)c2cc3nc(c(CC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-])c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)[O-])[C@@H](CCC(=O)[O-])[C@@H]3C.[Na+].[Na+].[Na+].[Na+],KPALSRNVSRWOPA-YJFNSWLASA-J,711.77,799.7,5.95,7,7,235.66,12,3,3,52,0.12,0.84,1,0,N,0,0,0
1380077,CHEMBL2107807,-1,Cc1nccn1C[C@H]1CCc2c(c3cccc4c3n2CCC4)C1=O.Cl,PGMSXNFJFNKUGN-XFULWGLBSA-N,319.41,355.87,3.54,4,0,39.82,2,0,3,24,0.72,-0.63,0,0,N,0,0,0
1380078,CHEMBL2107808,-1,CCCCCCCCCCCCCCC[C@H](O)[C@@H](N)CO.Cl,BEHHCQFBLOARIX-APTPAJQOSA-N,301.52,337.98,4.15,3,3,66.48,16,0,0,21,0.38,1.04,0,0,N,0,0,0
1380079,CHEMBL2107809,-1,CCc1c(C(=O)C(N)=O)c2c(OCC(=O)[O-])cccc2n1Cc1ccccc1.[Na+],XZZUHXILQXLTGV-UHFFFAOYSA-M,380.4,402.38,2.38,5,2,111.62,8,0,3,28,0.46,-0.68,0,0,N,0,0,0
1380080,CHEMBL2107810,-1,CC(C)[C@H](N)C(=O)O[C@@H]1C[C@@H](n2ccc(N)nc2=O)O[C@H]1CO.Cl.Cl,KDDUQKQRHQCADM-KRTNAVHJSA-N,326.35,399.27,-1,9,3,142.69,5,0,1,23,0.58,1.27,0,1,N,0,0,0
1380081,CHEMBL2107811,3,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC12CNC2,ZNPOCLHDJCAZAH-OEAKJJBVSA-N,401.4,401.4,0.98,8,2,109.05,4,0,2,29,0.74,-0.32,0,0,N,0,0,0
1380083,CHEMBL2107813,-1,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)CCCCCN1C(=O)C=CC1=O)C(C)C,ORFNVPGICPYLJV-YTVPMEHESA-N,925.18,925.18,3.83,10,3,212.27,27,1,1,66,0.09,0.47,1,0,N,0,0,0
1380085,CHEMBL2107815,4,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O.OCCNCCO,RHWRWEUCEXUUAV-ZSESPEEFSA-N,390.52,495.66,3.58,4,3,86.99,10,0,1,28,0.53,1.34,0,0,N,1,0,0
1380087,CHEMBL2107817,4,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)[O-].[Na+],RTCIKUMODPANKX-JBUOLDKXSA-M,265.25,287.23,-1.53,5,2,130.24,3,0,0,17,0.6,-0.25,0,0,N,0,1,0
1380088,CHEMBL2107818,3,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(CO)=N/NC(=O)CCCCCN1C(=O)C=CC1=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,OBMJQRLIQQTJLR-USGQOSEYSA-N,750.76,750.76,0.39,15,7,267.84,12,3,2,54,0.04,0.98,1,1,N,0,0,0
1380089,CHEMBL2107819,2,CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1ccc(N)c(Cl)c1)C(C)(C)C,SJDDOCKBXFJEJB-MOKWFATOSA-N,509,509,1.85,7,3,140.06,7,1,1,35,0.38,-0.29,0,1,N,0,0,0
1380090,CHEMBL2107820,2,COc1ccc(NC(=O)[C@H](CCCCN)NC(=O)c2cc(NC(=O)[C@H](CCCCN)NC(=O)c3cc(NC(=O)[C@H](CCCCN)NC(=O)c4cc(NC(=O)[C@@H](N)CCCCN)ccc4OC)ccc3OC)ccc2OC)cc1C(N)=O,PWFIFNGOPQUNIT-ITMZJIMRSA-N,1126.33,1126.33,,,,,,,,,,,1,0,,0,0,0
1380091,CHEMBL2107821,3,NCC[C@@H](O)c1cccc(OCC2CCCCC2)c1,WJIGGYYSZBWCGC-MRXNPFEDSA-N,263.38,263.38,3.03,3,2,55.48,6,0,1,19,0.83,-0.18,1,0,N,0,0,0
1380092,CHEMBL2107822,2,Cc1ccc(-c2ncccn2)c(C(=O)N2C[C@H](COc3ccc(F)cn3)CC[C@H]2C)c1,NPFDWHQSDBWQLH-QZTJIDSGSA-N,420.49,420.49,4.31,5,0,68.21,5,0,3,31,0.62,-1.61,0,0,N,0,0,0
1380093,CHEMBL2107823,2,Cc1cc(Nc2cc(CN3CCOCC3)c3nc(C)c(Cc4ccc(Cl)cc4F)n3n2)n[nH]1,SQSZANZGUXWJEA-UHFFFAOYSA-N,469.95,469.95,4.03,7,2,83.37,6,0,4,33,0.44,-1.82,0,0,N,0,0,0
1380095,CHEMBL2107825,4,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,LDEKQSIMHVQZJK-CAQYMETFSA-N,476.47,476.47,2.97,10,2,143.48,11,0,3,33,0.31,-0.42,1,1,N,1,0,0
1380096,CHEMBL2107826,4,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,DJXRIQMCROIRCZ-XOEOCAAJSA-N,444.54,444.54,2.77,6,3,96.25,6,0,3,33,0.54,-0.25,0,0,N,1,0,0
1380097,CHEMBL2107827,2,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(CO)=N/NC(=O)CCCCCN1C(=O)C=CC1=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,NGKHWQPYPXRQTM-UKFSEGPMSA-N,750.76,787.22,0.39,15,7,267.84,12,3,2,54,0.04,0.98,0,1,N,0,0,0
1380098,CHEMBL2107828,-1,COc1ccc(NC(=O)[C@H](CCCCN)NC(=O)c2cc(NC(=O)[C@H](CCCCN)NC(=O)c3cc(NC(=O)[C@H](CCCCN)NC(=O)c4cc(NC(=O)[C@@H](N)CCCCN)ccc4OC)ccc3OC)ccc2OC)cc1C(N)=O.Cl.Cl.Cl.Cl.Cl,UTMBEAYHQCZLHT-OEGPGOKOSA-N,1126.33,1308.63,,,,,,,,,,,0,0,,0,0,0
1380099,CHEMBL2107829,2,Cl.NCC[C@@H](O)c1cccc(OCC2CCCCC2)c1,BPZWRYOUJMDQSY-PKLMIRHRSA-N,263.38,299.84,3.03,3,2,55.48,6,0,1,19,0.83,-0.18,0,0,N,0,0,0
1380100,CHEMBL2107830,4,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,OBWASQILIWPZMG-QZMOQZSNSA-N,450.92,450.92,1.61,7,4,108.61,6,0,2,31,0.53,0.89,1,0,N,1,0,0
1380101,CHEMBL2107831,4,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC,NOZIJMHMKORZBA-KJCUYJGMSA-N,591.56,591.56,8.52,6,2,97.75,13,2,3,39,0.15,-0.73,1,0,N,1,0,0
1380102,CHEMBL2107832,2,O=C(NC[C@H](O)CO)c1ccncc1Nc1ccc(I)cc1F,VIUAUNHCRHHYNE-JTQLQIEISA-N,431.2,431.2,1.65,5,4,94.48,6,0,2,23,0.52,-1.43,0,0,N,0,0,0
1380103,CHEMBL2107833,-1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,ARPBZBAWXAVDCE-UHFFFAOYSA-N,553.6,725.8,6.05,7,3,123.06,6,2,5,41,0.24,-1.85,0,0,N,0,0,0
1380104,CHEMBL2107834,4,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,WXXSNCNJFUAIDG-UHFFFAOYSA-N,422.42,422.42,2.44,9,2,138.07,4,0,4,31,0.51,-1.62,0,0,N,1,0,0
1380105,CHEMBL2107835,-1,O.O.O=C(O)CCC(=O)O.O=c1[nH]cnc2c(CN3C[C@H](CO)[C@@H](O)C3)c[nH]c12.O=c1[nH]cnc2c(CN3C[C@H](CO)[C@@H](O)C3)c[nH]c12,QEJCWSHGGGKFSI-IGLFIGLUSA-N,264.29,682.69,-0.96,5,4,105.24,3,0,2,19,0.57,-0.02,0,0,N,0,0,0
1382807,CHEMBL2110367,4,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.O=S(=O)(O)O,UILMMYFRNCCPLK-UHFFFAOYSA-N,290.32,678.73,1.26,7,2,105.51,5,0,2,21,0.85,0.07,0,0,N,0,0,1
1382808,CHEMBL2110368,4,C/N=C(\NC)NCc1ccccc1.C/N=C(\NC)NCc1ccccc1.O=S(=O)(O)O,YTIJUXVIZLYQTB-UHFFFAOYSA-N,177.25,452.58,0.98,1,2,36.42,2,0,1,13,0.52,-0.96,0,0,Y,1,0,0
1382812,CHEMBL2110372,4,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl,GGWBHVILAJZWKJ-UHFFFAOYSA-N,314.41,350.87,1.46,7,2,83.58,10,0,1,21,0.38,-1.29,0,0,N,1,1,0
1383017,CHEMBL2110577,2,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2OC(C)=O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CVBHEIRZLPKMSH-SNWVVRALSA-N,775.97,775.97,2.36,15,4,199.98,8,2,0,54,0.26,1.91,1,1,N,0,0,0
1383019,CHEMBL2110579,3,CN(C)N(C)C(=O)[C@@]1(Cc2ccccc2)CCCN(C(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C(C)(C)N)C1,VQPFSIRUEPQQPP-MXBOTTGLSA-N,546.72,546.72,2.72,5,3,114.77,9,1,3,40,0.36,-0.27,1,0,N,0,0,0
1383020,CHEMBL2110580,2,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](OCc2ccccc2)[C@H](C)O1,FIGNGSHKNAHTSH-JJMFXPFOSA-N,633.65,633.65,2.23,12,5,195.07,8,2,3,46,0.18,1.5,1,0,N,0,0,0
1383025,CHEMBL2110585,2,CCOC(=O)[C@@H](N)CCC(=O)N[C@@H](CSCc1ccccc1)C(=O)N[C@@H](C(=O)OCC)c1ccccc1,GWEJFLVSOGNLSS-WPFOTENUSA-N,529.66,529.66,2.5,8,3,136.82,15,1,2,37,0.3,-0.3,1,0,N,0,0,0
1383027,CHEMBL2110587,3,O=C(NS(=O)(=O)c1ccc(Br)s1)c1ccc(Cl)cc1Cl,WWONFUQGBVOKOF-UHFFFAOYSA-N,415.12,415.12,3.94,4,1,63.24,3,0,2,20,0.83,-2.23,1,0,N,0,0,0
1383028,CHEMBL2110588,4,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,FJZZPCZKBUKGGU-AUSIDOKSSA-N,404.55,404.55,3.43,5,2,71.03,11,0,1,29,0.55,-0.22,1,0,N,1,0,0
1383030,CHEMBL2110590,2,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)/C=N/NC(=O)c2ccncc2)O[C@@H](CO)[C@H](O)[C@H]1O,JCBKYEIGGFKWPQ-HKWRBIJSSA-N,700.71,700.71,-7.13,17,15,368.71,11,3,1,49,0.06,0.86,1,0,N,0,0,0
1383033,CHEMBL2110593,2,C#CCN1CCC2=C(C1)c1c(OC(=O)CCCN3CCCCC3)cc(C(C)C(C)CCCCC)cc1OC2(C)C,MCVPMHDADNVRKF-UHFFFAOYSA-N,548.81,548.81,7.44,5,0,42.01,12,2,1,40,0.12,0.1,0,0,N,0,0,0
1383036,CHEMBL2110596,-1,C=CCN1Cc2ccccc2-c2ccccc2C1,NYGHGTMKALXFIA-UHFFFAOYSA-N,235.33,235.33,3.86,1,0,3.24,2,0,2,18,0.71,-0.45,0,0,N,0,0,0
1383038,CHEMBL2110598,2,C=CCC(N)Cc1ccccc1,WQKXQJYCZMWOSD-UHFFFAOYSA-N,161.25,161.25,2.13,1,1,26.02,4,0,1,12,0.67,0.37,0,0,N,0,0,0
1383039,CHEMBL2110599,2,COc1ccc2c(c1)CC(C)N(CCc1ccc(N)cc1)CC2,GNCHTURXQMPGMG-UHFFFAOYSA-N,310.44,310.44,3.31,3,1,38.49,4,0,2,23,0.88,-0.3,0,0,N,0,0,0
1383040,CHEMBL2110600,2,CCCCC(=N)NC(=O)Nc1ccc(Cl)cc1,OTUXXGKHASJXNK-UHFFFAOYSA-N,253.73,253.73,3.63,2,3,64.98,4,0,1,17,0.56,-1.23,0,0,N,0,0,0
1383041,CHEMBL2110601,2,COc1cc2nccc(N)c2cc1OC,UZVYGOXJMRZJFK-UHFFFAOYSA-N,204.23,204.23,1.83,4,1,57.37,2,0,2,15,0.81,-0.15,0,0,N,0,0,0
1383042,CHEMBL2110602,2,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC#N)[C@H]2SC1,RRYMAQUWDLIUPV-BXKDBHETSA-N,339.33,339.33,-0.8,7,2,136.8,5,0,0,23,0.49,0.16,1,0,N,0,0,0
1383043,CHEMBL2110603,2,CNCC12CCC(c3ccccc31)c1ccccc12,GNRXCIONJWKSEA-UHFFFAOYSA-N,249.36,249.36,3.43,1,1,12.03,2,0,2,19,0.86,0.8,1,0,N,0,0,0
1383044,CHEMBL2110604,2,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,RHRAMPXHWHSKQB-GGEUKFTFSA-N,482.53,482.53,-6,14,10,248.39,6,2,0,33,0.17,1.79,1,0,N,0,0,0
1383045,CHEMBL2110605,2,CC[N+]1(C)CCC(OC(=O)C(c2noc3ccccc23)N2CCCCCC2)CC1,CNTJFDRCJSXDAU-UHFFFAOYSA-N,400.54,400.54,3.92,5,0,55.57,5,0,2,29,0.56,-0.47,0,0,N,0,0,0
1383047,CHEMBL2110607,2,OC(C1=NCCN1)(c1ccc(Cl)cc1)c1ccccn1,DITYEPYMBCHKLF-UHFFFAOYSA-N,287.75,287.75,1.97,4,2,57.51,3,0,2,20,0.91,-0.74,0,0,N,0,0,0
1383049,CHEMBL2110609,2,CCCCCCCCCCCC[N+](CCO)(CCO)Cc1ccccc1,BTAFSOGRDASALR-UHFFFAOYSA-N,364.59,364.59,4.91,2,2,40.46,17,0,1,26,0.3,0.27,0,0,N,0,0,0
1383050,CHEMBL2110610,2,CCc1cc(C2=C(C(=O)O)N(c3ccccc3C(F)(F)F)S(=O)(=O)c3ccccc32)cc2c1OCO2,YMGQBWRXNCAABF-UHFFFAOYSA-N,517.48,517.48,5.05,5,1,93.14,4,2,3,36,0.52,-0.54,0,0,N,0,0,0
1383051,CHEMBL2110611,2,CCOC(=O)c1cncn1C1CCCc2ccccc21,MOAUPJJXPRLKFN-UHFFFAOYSA-N,270.33,270.33,2.99,4,0,44.12,3,0,2,20,0.81,-0.65,0,0,N,0,0,0
1383052,CHEMBL2110612,2,CC1CCC(C)[N+]1(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,XPDQVVMCVFQWCC-UHFFFAOYSA-N,368.5,368.5,3.48,3,1,46.53,6,0,2,27,0.63,-0.02,0,0,N,0,0,0
1383054,CHEMBL2110614,2,CN(C)CCCNc1ccnc2cc(I)ccc12,XKUMTLINEKGTOG-UHFFFAOYSA-N,355.22,355.22,3.2,3,1,28.16,5,0,2,18,0.66,-1.59,0,0,N,0,0,0
1383055,CHEMBL2110615,2,O=C(O)Cn1cc(I)c(=O)c(I)c1,PVBALTLWZVEAIO-UHFFFAOYSA-N,404.93,404.93,1.14,3,1,59.3,2,0,1,13,0.75,-0.18,0,0,N,0,0,0
1383058,CHEMBL2110618,2,CCCCCCCCCCCCCCCCCCNC(=O)OC1CCN(C(=O)OC[C@H](COC(=O)N(Cc2cccc[n+]2CC)C(=O)c2ccccc2OC)OC)CC1,HGOAIWZFTWACBD-RRHRGVEJSA-O,826.11,826.11,9.39,9,1,136.82,28,2,2,59,0.05,-0.27,0,0,N,0,0,0
1383059,CHEMBL2110619,2,C[N+](C)([O-])CCOC(c1ccccc1)c1ccccc1,OEQNVWKWQPTBSC-UHFFFAOYSA-N,271.36,271.36,3.37,2,0,32.29,6,0,2,20,0.6,0.14,0,0,N,0,0,0
1383061,CHEMBL2110621,2,Cc1oc2c(C)c3oc(=O)cc(C)c3cc2c1COCCN,FERWCFYKULABCE-UHFFFAOYSA-N,301.34,301.34,2.94,5,1,78.6,4,0,3,22,0.59,0.16,0,0,N,0,0,0
1383062,CHEMBL2110622,2,C[N+]1(Cc2ccc(-c3ccccc3)cc2)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,QDCILXFPWMMNQY-DNYGJFJUSA-N,456.61,456.61,5.31,3,1,46.53,7,1,3,34,0.39,0.47,0,0,N,0,0,0
1383063,CHEMBL2110623,2,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSC(F)(F)F)[C@H]2SC1,HGXLJRWXCXSEJO-GMSGAONNSA-N,470.48,470.48,0.29,10,2,130.31,7,0,1,29,0.42,-1.62,0,0,N,0,0,0
1383064,CHEMBL2110624,2,CCOC(=O)C1=C(C)NC(CN(C)C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,DKLVJXTUCNPMDC-FOCLMDBBSA-N,498.62,498.62,3.94,8,1,94.17,9,0,1,36,0.31,-0.44,0,0,N,0,0,0
1383065,CHEMBL2110625,2,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C([C@@H]3CCCO3)CS[C@H]12)c1csc(N)n1,ZJGQFXVQDVCVOK-MSUXKOGISA-N,453.5,453.5,-0.01,10,3,156.44,6,0,1,30,0.31,-0.2,1,0,N,0,0,0
1383066,CHEMBL2110626,2,CC1CCCC(C)(C)C1CCC(C)[N+](C)(C)CCCCCC[N+](C)(C)C(C)CCC1C(C)CCCC1(C)C,YECRYLBCIYSJSO-UHFFFAOYSA-N,535,535,9.96,0,0,0,15,2,0,38,0.14,0.89,0,0,N,0,0,0
1383067,CHEMBL2110627,2,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CS[C@H](c2cccs2)CN(CC(=O)O)C1=O,FIQOFIRCTOWDOW-BJLQDIEVSA-N,476.62,476.62,2.97,7,2,95.94,10,0,2,32,0.51,-0.54,1,1,N,0,0,0
